timestamp,0-4 years,5-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85+ years
2020-03-25 17:45:00 EDT,5,14,175,286,264,335,353,303,193,48
