timestamp,county,florida_resident,florida_resident_outside,non_florida_resident,total
2020-03-18 09:55:00 EDT,Broward,73,0,7,80
2020-03-18 09:55:00 EDT,Dade,72,1,3,76
2020-03-18 09:55:00 EDT,Palm Beach,18,1,0,19
2020-03-18 09:55:00 EDT,Collier,12,0,1,13
2020-03-18 09:55:00 EDT,Duval,12,0,1,13
2020-03-18 09:55:00 EDT,Hillsborough,11,0,2,13
2020-03-18 09:55:00 EDT,Lee,8,0,2,10
2020-03-18 09:55:00 EDT,Pinellas,10,0,0,10
2020-03-18 09:55:00 EDT,Orange,7,1,1,9
2020-03-18 09:55:00 EDT,Volusia,9,0,0,9
2020-03-18 09:55:00 EDT,Manatee,8,0,0,8
2020-03-18 09:55:00 EDT,Osceola,6,0,2,8
2020-03-18 09:55:00 EDT,Alachua,4,0,3,7
2020-03-18 09:55:00 EDT,Seminole,7,0,0,7
2020-03-18 09:55:00 EDT,Clay,4,0,0,4
2020-03-18 09:55:00 EDT,Sarasota,2,0,2,4
2020-03-18 09:55:00 EDT,St. Johns,3,0,1,4
2020-03-18 09:55:00 EDT,Citrus,3,0,0,3
2020-03-18 09:55:00 EDT,Okaloosa,2,1,0,3
2020-03-18 09:55:00 EDT,Pasco,3,0,0,3
2020-03-18 09:55:00 EDT,Lake,2,0,0,2
2020-03-18 09:55:00 EDT,Brevard,1,0,0,1
2020-03-18 09:55:00 EDT,Charlotte,1,0,0,1
2020-03-18 09:55:00 EDT,Escambia,1,0,0,1
2020-03-18 09:55:00 EDT,Gadsden,0,1,0,1
2020-03-18 09:55:00 EDT,Leon,0,1,0,1
2020-03-18 09:55:00 EDT,Nassau,1,0,0,1
2020-03-18 09:55:00 EDT,Polk,1,0,0,1
2020-03-18 09:55:00 EDT,Santa Rosa,1,0,0,1
2020-03-18 09:55:00 EDT,Sumter,1,0,0,1
