timestamp,0-4 years,5-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85+ years
2020-03-26 18:23:00 EDT,9,22,227,363,350,434,423,369,230,57
