timestamp,county,florida_resident,florida_resident_outside,non_florida_resident,total
2020-03-26 18:23:00 EDT,Dade,638,1,15,654
2020-03-26 18:23:00 EDT,Broward,487,0,18,505
2020-03-26 18:23:00 EDT,Palm Beach,163,2,9,174
2020-03-26 18:23:00 EDT,Hillsborough,145,0,6,151
2020-03-26 18:23:00 EDT,Orange,106,1,12,119
2020-03-26 18:23:00 EDT,Duval,77,0,5,82
2020-03-26 18:23:00 EDT,Lee,61,0,5,66
2020-03-26 18:23:00 EDT,Pinellas,58,0,7,65
2020-03-26 18:23:00 EDT,Collier,57,0,10,67
2020-03-26 18:23:00 EDT,Alachua,50,0,3,53
2020-03-26 18:23:00 EDT,Osceola,42,0,3,45
2020-03-26 18:23:00 EDT,Seminole,39,0,1,40
2020-03-26 18:23:00 EDT,St. Johns,34,0,2,36
2020-03-26 18:23:00 EDT,Volusia,34,0,0,34
2020-03-26 18:23:00 EDT,Sarasota,28,0,6,34
2020-03-26 18:23:00 EDT,Manatee,25,0,0,25
2020-03-26 18:23:00 EDT,Sumter,24,0,0,24
2020-03-26 18:23:00 EDT,Lake,23,0,3,26
2020-03-26 18:23:00 EDT,Clay,20,0,0,20
2020-03-26 18:23:00 EDT,Escambia,20,0,0,20
2020-03-26 18:23:00 EDT,Pasco,20,0,1,21
2020-03-26 18:23:00 EDT,Polk,20,0,0,20
2020-03-26 18:23:00 EDT,Okaloosa,19,1,2,22
2020-03-26 18:23:00 EDT,Brevard,13,0,1,14
2020-03-26 18:23:00 EDT,Indian River,13,0,1,14
2020-03-26 18:23:00 EDT,Monroe,12,0,2,14
2020-03-26 18:23:00 EDT,Putnam,12,0,0,12
2020-03-26 18:23:00 EDT,Santa Rosa,12,0,0,12
2020-03-26 18:23:00 EDT,Citrus,11,0,0,11
2020-03-26 18:23:00 EDT,Martin,11,0,0,11
2020-03-26 18:23:00 EDT,Leon,10,1,2,13
2020-03-26 18:23:00 EDT,St. Lucie,10,0,1,11
2020-03-26 18:23:00 EDT,Hernando,9,0,0,9
2020-03-26 18:23:00 EDT,Flagler,7,0,1,8
2020-03-26 18:23:00 EDT,Walton,6,0,7,13
2020-03-26 18:23:00 EDT,Baker,5,0,0,5
2020-03-26 18:23:00 EDT,Desoto,5,0,0,5
2020-03-26 18:23:00 EDT,Highlands,5,0,0,5
2020-03-26 18:23:00 EDT,Marion,5,0,0,5
2020-03-26 18:23:00 EDT,Nassau,5,0,0,5
2020-03-26 18:23:00 EDT,Charlotte,4,0,0,4
2020-03-26 18:23:00 EDT,Columbia,3,0,0,3
2020-03-26 18:23:00 EDT,Bay,2,0,1,3
2020-03-26 18:23:00 EDT,Bradford,1,0,0,1
2020-03-26 18:23:00 EDT,Washington,1,0,0,1
2020-03-26 18:23:00 EDT,Gadsden,0,1,0,1
2020-03-26 18:23:00 EDT,Jackson,0,0,1,1
