timestamp,0-4 years,5-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85+ years
2020-03-27 10:26:00 EDT,9,22,260,429,416,503,486,435,267,73
