timestamp,county,florida_resident,florida_resident_outside,non_florida_resident,total
2020-03-27 10:26:00 EDT,Dade,744,1,18,763
2020-03-27 10:26:00 EDT,Broward,596,0,18,614
2020-03-27 10:26:00 EDT,Palm Beach,183,2,9,194
2020-03-27 10:26:00 EDT,Hillsborough,161,0,6,167
2020-03-27 10:26:00 EDT,Orange,143,1,12,156
2020-03-27 10:26:00 EDT,Duval,85,0,5,90
2020-03-27 10:26:00 EDT,Collier,71,0,10,81
2020-03-27 10:26:00 EDT,Pinellas,70,0,7,77
2020-03-27 10:26:00 EDT,Lee,70,1,5,76
2020-03-27 10:26:00 EDT,Alachua,54,0,3,57
2020-03-27 10:26:00 EDT,Osceola,50,0,3,53
2020-03-27 10:26:00 EDT,Seminole,48,0,1,49
2020-03-27 10:26:00 EDT,Volusia,38,0,1,39
2020-03-27 10:26:00 EDT,St. Johns,34,0,2,36
2020-03-27 10:26:00 EDT,Sarasota,32,0,8,40
2020-03-27 10:26:00 EDT,Sumter,29,0,0,29
2020-03-27 10:26:00 EDT,Manatee,28,0,0,28
2020-03-27 10:26:00 EDT,Polk,26,0,0,26
2020-03-27 10:26:00 EDT,Lake,24,0,5,29
2020-03-27 10:26:00 EDT,Pasco,22,0,1,23
2020-03-27 10:26:00 EDT,Clay,22,0,0,22
2020-03-27 10:26:00 EDT,Escambia,21,0,1,22
2020-03-27 10:26:00 EDT,Okaloosa,20,1,2,23
2020-03-27 10:26:00 EDT,Martin,16,0,0,16
2020-03-27 10:26:00 EDT,Brevard,15,0,1,16
2020-03-27 10:26:00 EDT,Monroe,14,0,2,16
2020-03-27 10:26:00 EDT,Indian River,13,0,1,14
2020-03-27 10:26:00 EDT,St. Lucie,12,0,2,14
2020-03-27 10:26:00 EDT,Putnam,12,0,0,12
2020-03-27 10:26:00 EDT,Leon,11,1,2,14
2020-03-27 10:26:00 EDT,Citrus,11,0,0,11
2020-03-27 10:26:00 EDT,Santa Rosa,11,0,0,11
2020-03-27 10:26:00 EDT,Flagler,10,0,1,11
2020-03-27 10:26:00 EDT,Hernando,10,0,0,10
2020-03-27 10:26:00 EDT,Marion,8,0,0,8
2020-03-27 10:26:00 EDT,Baker,7,0,0,7
2020-03-27 10:26:00 EDT,Walton,6,0,7,13
2020-03-27 10:26:00 EDT,Desoto,6,0,0,6
2020-03-27 10:26:00 EDT,Nassau,6,0,0,6
2020-03-27 10:26:00 EDT,Charlotte,5,0,0,5
2020-03-27 10:26:00 EDT,Highlands,5,0,0,5
2020-03-27 10:26:00 EDT,Columbia,3,0,0,3
2020-03-27 10:26:00 EDT,Bay,2,0,1,3
2020-03-27 10:26:00 EDT,Bradford,1,0,0,1
2020-03-27 10:26:00 EDT,Suwannee,1,0,0,1
2020-03-27 10:26:00 EDT,Washington,1,0,0,1
2020-03-27 10:26:00 EDT,Gadsden,0,1,0,1
2020-03-27 10:26:00 EDT,Jackson,0,0,1,1
