timestamp,county,florida_resident,florida_resident_outside,non_florida_resident,total
2020-03-25 10:07:00 EDT,Dade,384,1,15,400
2020-03-25 10:07:00 EDT,Broward,341,0,14,355
2020-03-25 10:07:00 EDT,Palm Beach,110,1,7,118
2020-03-25 10:07:00 EDT,Hillsborough,100,0,6,106
2020-03-25 10:07:00 EDT,Orange,69,1,7,77
2020-03-25 10:07:00 EDT,Duval,52,0,4,56
2020-03-25 10:07:00 EDT,Pinellas,46,0,4,50
2020-03-25 10:07:00 EDT,Collier,39,0,8,47
2020-03-25 10:07:00 EDT,Alachua,42,0,3,45
2020-03-25 10:07:00 EDT,Lee,37,0,5,42
2020-03-25 10:07:00 EDT,Osceola,32,0,3,35
2020-03-25 10:07:00 EDT,Seminole,28,0,1,29
2020-03-25 10:07:00 EDT,Sarasota,22,0,5,27
2020-03-25 10:07:00 EDT,St. Johns,24,0,2,26
2020-03-25 10:07:00 EDT,Manatee,22,0,0,22
2020-03-25 10:07:00 EDT,Volusia,20,0,0,20
2020-03-25 10:07:00 EDT,Lake,17,0,1,18
2020-03-25 10:07:00 EDT,Pasco,16,0,1,17
2020-03-25 10:07:00 EDT,Okaloosa,15,1,0,16
2020-03-25 10:07:00 EDT,Escambia,14,0,0,14
2020-03-25 10:07:00 EDT,Polk,14,0,0,14
2020-03-25 10:07:00 EDT,Clay,13,0,0,13
2020-03-25 10:07:00 EDT,Sumter,13,0,0,13
2020-03-25 10:07:00 EDT,Indian River,11,0,1,12
2020-03-25 10:07:00 EDT,Walton,6,0,6,12
2020-03-25 10:07:00 EDT,Brevard,11,0,0,11
2020-03-25 10:07:00 EDT,Citrus,9,0,0,9
2020-03-25 10:07:00 EDT,Hernando,8,0,0,8
2020-03-25 10:07:00 EDT,Leon,5,1,2,8
2020-03-25 10:07:00 EDT,Monroe,7,0,1,8
2020-03-25 10:07:00 EDT,St. Lucie,7,0,1,8
2020-03-25 10:07:00 EDT,Santa Rosa,7,0,0,7
2020-03-25 10:07:00 EDT,Baker,5,0,0,5
2020-03-25 10:07:00 EDT,Flagler,5,0,0,5
2020-03-25 10:07:00 EDT,Marion,5,0,0,5
2020-03-25 10:07:00 EDT,Highlands,4,0,0,4
2020-03-25 10:07:00 EDT,Martin,4,0,0,4
2020-03-25 10:07:00 EDT,Putnam,4,0,0,4
2020-03-25 10:07:00 EDT,Charlotte,3,0,0,3
2020-03-25 10:07:00 EDT,Columbia,3,0,0,3
2020-03-25 10:07:00 EDT,Bay,0,0,1,1
2020-03-25 10:07:00 EDT,Bradford,1,0,0,1
2020-03-25 10:07:00 EDT,Desoto,1,0,0,1
2020-03-25 10:07:00 EDT,Gadsden,0,1,0,1
2020-03-25 10:07:00 EDT,Jackson,0,0,1,1
2020-03-25 10:07:00 EDT,Nassau,1,0,0,1
