timestamp,objectid_1,objectid,depcode,county,countyname,zip,name,match_field,zipx,places_1,place_labels,c_places,cases_1,label_y,shape_area,shape_length,zip_1,po_name
2020-04-10T220908,1,3,62,123,TAYLOR,,,Taylor-,Taylor-,Taylor County,"Taylor County, ",SUPPRESSED,SUPPRESSED,-3,514993.45791626,12186.9918697757,NA,NA
2020-04-10T220908,2,4,46,91,OKALOOSA,,,Okaloosa-,Okaloosa-,"Fort Walton Beach, Miramar Beach","Fort Walton Beach, Miramar Beach, ",NA,0,0,16041636.078064,44084.9873401314,NA,NA
2020-04-10T220908,3,7,56,111,ST. LUCIE,,,St. Lucie-,St. Lucie-,Hutchinson Island South,"Hutchinson Island South, ",NA,0,0,1872988.14941406,29650.1353431885,NA,NA
2020-04-10T220908,4,9,20,39,GADSDEN,,,Gadsden-,Gadsden-,Gadsden County,"Gadsden County, ",NA,0,0,17506.9569091797,16638.2482368662,NA,NA
2020-04-10T220908,5,10,37,73,LEON,,,Leon-,Leon-,Leon County,"Leon County, ",NA,0,0,87228.991394043,13932.472499696,NA,NA
2020-04-10T220908,6,11,33,65,JEFFERSON,,,Jefferson-,Jefferson-,Jefferson County,"Jefferson County, ",NA,0,0,657650.964294434,75252.8022070432,NA,NA
2020-04-10T220908,7,12,40,79,MADISON,,,Madison-,Madison-,Madison County,"Madison County, ",NA,0,0,149149.934783936,33223.3375748574,NA,NA
2020-04-10T220908,8,14,24,47,HAMILTON,,,Hamilton-,Hamilton-,Jennings,"Jennings, ",SUPPRESSED,SUPPRESSED,-3,316215.413238525,46690.0075396966,NA,NA
2020-04-10T220908,9,15,3,5,BAY,32406,,Bay-32406,Bay-32406,"Panama City, Panama City Beach, Pretty Bayou, Tyndall AFB, Upper Grand Lagoon","Panama City, Panama City Beach, Pretty Bayou, Tyndall AFB, Upper Grand Lagoon",NA,0,0,37432787.4972687,144734.098420998,32406,Panama City
2020-04-10T220908,10,17,2,3,BAKER,,,Baker-,Baker-,Baker County,"Baker County, ",NA,0,0,199501.402526855,33630.8675482983,NA,NA
2020-04-10T220908,11,20,29,57,HILLSBOROUGH,,,Hillsborough-,Hillsborough-,"Tampa, St. Petersburg","Tampa, St. Petersburg, ",NA,0,0,16731469.3107605,85914.1531891979,NA,NA
2020-04-10T220908,12,21,41,81,MANATEE,,,Manatee-,Manatee-,"Longboat Key, Cortez, Whitfield","Longboat Key, Cortez, Whitfield, ",NA,0,0,6071412.13487244,28310.5155908463,NA,NA
2020-04-10T220908,13,25,64,127,VOLUSIA,,,Volusia-,Volusia-,Oak Hill,"Oak Hill, ",NA,0,0,237795.017944336,27925.0290123687,NA,NA
2020-04-10T220908,14,26,15,29,DIXIE,,,Dixie-,Dixie-,Dixie County,"Dixie County, ",SUPPRESSED,SUPPRESSED,-3,1056149.50479126,24259.9327083716,NA,NA
2020-04-10T220908,15,28,38,75,LEVY,,,Levy-,Levy-,Levy County,"Levy County, ",NA,0,0,8907203.46899414,107808.758359998,NA,NA
2020-04-10T220908,16,34,52,103,PINELLAS,,,Pinellas-,Pinellas-,"Tampa, Clearwater, Tarpon Springs, Dunedin, Largo, St. Petersburg, Feather Sound, Palm Harbor, Tierra Verde","Tampa, Clearwater, Tarpon Springs, Dunedin, Largo, St. Petersburg, Feather Sound, Palm Harbor, Tierra Verde, ",NA,0,0,16040771.3488464,121939.508930896,NA,NA
2020-04-10T220908,17,38,23,45,GULF,,,Gulf-,Gulf-,Gulf County,"Gulf County, ",SUPPRESSED,SUPPRESSED,-3,17537.1648254395,923.605442942978,NA,NA
2020-04-10T220908,18,41,65,129,WAKULLA,,,Wakulla-,Wakulla-,Wakulla County,"Wakulla County, ",NA,0,0,2538114.01771545,40490.3139299591,NA,NA
2020-04-10T220908,19,42,5,9,BREVARD,,,Brevard-,Brevard-,Cocoa Beach,"Cocoa Beach, ",NA,0,0,230510.480682373,38931.7798229279,NA,NA
2020-04-10T220908,20,46,36,71,LEE,,,Lee-,Lee-,"Fort Myers Beach, Bonita Springs, Burnt Store Marina","Fort Myers Beach, Bonita Springs, Burnt Store Marina, ",NA,0,0,2539708.16726685,32986.93904176,NA,NA
2020-04-10T220908,21,47,11,21,COLLIER,,,Collier-,Collier-,"Marco Island, Naples","Marco Island, Naples, ",NA,0,0,1526978.40818024,24465.4570550341,NA,NA
2020-04-10T220908,22,48,13,25,DADE,,,Dade-,Dade-,"Miami, Coral Gables, Islandia, Palmetto Bay","Miami, Coral Gables, Islandia, Palmetto Bay, ",NA,0,0,21620069.6851425,172808.526178202,NA,NA
2020-04-10T220908,23,50,57,113,SANTA ROSA,,,Santa Rosa-,Santa Rosa-,"Gulf Breeze, Dickerson City, Floridatown, Midway, Navarre, Oriole Beach","Gulf Breeze, Dickerson City, Floridatown, Midway, Navarre, Oriole Beach, ",NA,0,0,20776839.6759911,84851.508958513,NA,NA
2020-04-10T220908,24,51,66,131,WALTON,,,Walton-,Walton-,Miramar Beach,"Miramar Beach, ",NA,0,0,25819343.1884003,58849.1622676987,NA,NA
2020-04-10T220908,25,52,32,63,JACKSON,,,Jackson-,Jackson-,Jackson County,"Jackson County, ",SUPPRESSED,SUPPRESSED,-3,350126.106887817,38151.2941455544,NA,NA
2020-04-10T220908,26,54,45,89,NASSAU,,,Nassau-,Nassau-,Nassau County,"Nassau County, ",NA,0,0,1365345.22247314,108732.126311913,NA,NA
2020-04-10T220908,27,56,8,15,CHARLOTTE,,,Charlotte-,Charlotte-,Punta Gorda,Punta Gorda,NA,0,0,13213915.8474579,125160.851647064,NA,Punta Gorda
2020-04-10T220908,28,57,58,115,SARASOTA,,,Sarasota-,Sarasota-,"Longboat Key, Sarasota","Longboat Key, Sarasota, ",NA,0,0,6863566.96386719,30899.4107251894,NA,NA
2020-04-10T220908,29,63,17,33,ESCAMBIA,,,Escambia-,Escambia-,"Pensacola, Gulf Breeze, Ferry Pass, Navarre, Navarre Beach, Oriole Beach, Woodlawn Beach","Pensacola, Gulf Breeze, Ferry Pass, Navarre, Navarre Beach, Oriole Beach, Woodlawn Beach, ",NA,0,0,34861056.0433083,171299.927710333,NA,NA
2020-04-10T220908,30,65,19,37,FRANKLIN,,,Franklin-,Franklin-,Franklin County,"Franklin County, ",SUPPRESSED,SUPPRESSED,-3,32646812.2768707,123850.152523782,NA,NA
2020-04-10T220908,31,999,999,999,Unknown,,,Unknown-,Unknown-,Out of state or Unknown,"Out of state or Unknown, ",SUPPRESSED,SUPPRESSED,-3,426757389.663452,73231.2921286601,NA,NA
2020-04-10T220908,32,1,21,41,GILCHRIST,32008,BRANFORD,Gilchrist-32008,Gilchrist-32008,"Hollingsworth Bluff, Sandy Point","Hollingsworth Bluff, Sandy Point, Branford",NA,0,0,92863518.4369507,72945.3935026124,32008,Branford
2020-04-10T220908,33,1,21,41,GILCHRIST,32038,FORT WHITE,Gilchrist-32038,Gilchrist-32038,Fort White,Fort White,NA,0,0,414061.782226563,43816.7706212742,32038,Fort White
2020-04-10T220908,34,1,21,41,GILCHRIST,32619,BELL,Gilchrist-32619,Gilchrist-32619,Bell,Bell,Bell,<5,-2,293938838.649384,107921.661314824,32619,Bell
2020-04-10T220908,35,1,21,41,GILCHRIST,32643,HIGH SPRINGS,Gilchrist-32643,Gilchrist-32643,"Newberry, Spring Ridge","Newberry, Spring Ridge, High Springs",NA,0,0,105166607.239319,69542.5147746019,32643,High Springs
2020-04-10T220908,36,1,21,41,GILCHRIST,32669,NEWBERRY,Gilchrist-32669,Gilchrist-32669,Newberry,Newberry,NA,0,0,37721728.7492371,44238.8625585951,32669,Newberry
2020-04-10T220908,37,1,21,41,GILCHRIST,32680,OLD TOWN,Gilchrist-32680,Gilchrist-32680,"Fanning Springs, Old Town","Fanning Springs, Old Town",NA,0,0,885566.896575928,47707.378872815,32680,Old Town
2020-04-10T220908,38,1,21,41,GILCHRIST,32693,TRENTON,Gilchrist-32693,Gilchrist-32693,"Fanning Springs, Trenton","Fanning Springs, Trenton",Trenton,<5,-2,389500511.221252,131864.956363289,32693,Trenton
2020-04-10T220908,39,2,54,107,PUTNAM,32033,ELKTON,Putnam-32033,Putnam-32033,Elkton,Elkton,NA,0,0,909.030364990234,339.463502301629,32033,Elkton
2020-04-10T220908,40,2,54,107,PUTNAM,32043,GREEN COVE SPRINGS,Putnam-32043,Putnam-32043,West Tocoi,"West Tocoi, Green Cove Springs",NA,0,0,33665435.6778259,45266.6067859453,32043,Green Cove Springs
2020-04-10T220908,41,2,54,107,PUTNAM,32092,SAINT AUGUSTINE,Putnam-32092,Putnam-32092,Saint Augustine,Saint Augustine,NA,0,0,117703.50668335,20080.4285144043,32092,Saint Augustine
2020-04-10T220908,42,2,54,107,PUTNAM,32110,BUNNELL,Putnam-32110,Putnam-32110,Bunnell,Bunnell,NA,0,0,17641.8134460449,4133.61642939432,32110,Bunnell
2020-04-10T220908,43,2,54,107,PUTNAM,32112,CRESCENT CITY,Putnam-32112,Putnam-32112,"Crescent City, Pomona Park, Welaka","Crescent City, Pomona Park, Welaka",Crescent City,<5,-2,197534955.63739,112768.629821891,32112,Crescent City
2020-04-10T220908,44,2,54,107,PUTNAM,32113,CITRA,Putnam-32113,Putnam-32113,Citra,Citra,NA,0,0,603820.360015869,7828.75603080579,32113,Citra
2020-04-10T220908,45,2,54,107,PUTNAM,32131,EAST PALATKA,Putnam-32131,Putnam-32131,"Palatka, East Palatka","Palatka, East Palatka",East Palatka,<5,-2,112104304.403107,57750.3938555712,32131,East Palatka
2020-04-10T220908,46,2,54,107,PUTNAM,32134,FORT MC COY,Putnam-32134,Putnam-32134,Fort Mc Coy,Fort Mc Coy,NA,0,0,146246211.465454,113181.607935815,32134,Fort Mc Coy
2020-04-10T220908,47,2,54,107,PUTNAM,32139,GEORGETOWN,Putnam-32139,Putnam-32139,Georgetown,Georgetown,NA,0,0,42420735.5143127,37720.2837772248,32139,Georgetown
2020-04-10T220908,48,2,54,107,PUTNAM,32140,FLORAHOME,Putnam-32140,Putnam-32140,Florahome,Florahome,NA,0,0,83185730.8138733,47182.1827316082,32140,Florahome
2020-04-10T220908,49,2,54,107,PUTNAM,32145,HASTINGS,Putnam-32145,Putnam-32145,Hastings,Hastings,NA,0,0,60134.3468933105,16042.4409062512,32145,Hastings
2020-04-10T220908,50,2,54,107,PUTNAM,32148,INTERLACHEN,Putnam-32148,Putnam-32148,Interlachen,Interlachen,Interlachen,5 to 9,-1,231900436.432037,80608.7491113123,32148,Interlachen
2020-04-10T220908,51,2,54,107,PUTNAM,32177,PALATKA,Putnam-32177,Putnam-32177,"Welaka, Palatka, East Palatka","Welaka, Palatka, East Palatka",Palatka,12,12,716489322.172302,182965.974313943,32177,Palatka
2020-04-10T220908,52,2,54,107,PUTNAM,32180,PIERSON,Putnam-32180,Putnam-32180,Pierson,Pierson,NA,0,0,17803170.1351013,30234.0724727663,32180,Pierson
2020-04-10T220908,53,2,54,107,PUTNAM,32181,POMONA PARK,Putnam-32181,Putnam-32181,"Pomona Park, Welaka","Pomona Park, Welaka",NA,0,0,75539640.1892395,54068.1962003413,32181,Pomona Park
2020-04-10T220908,54,2,54,107,PUTNAM,32187,SAN MATEO,Putnam-32187,Putnam-32187,Bunnell,"Bunnell, San Mateo",NA,0,0,70327222.0010071,46562.0176060841,32187,San Mateo
2020-04-10T220908,55,2,54,107,PUTNAM,32189,SATSUMA,Putnam-32189,Putnam-32189,Satsuma,Satsuma,NA,0,0,64886244.307312,48158.6457310908,32189,Satsuma
2020-04-10T220908,56,2,54,107,PUTNAM,32190,SEVILLE,Putnam-32190,Putnam-32190,Seville,Seville,NA,0,0,545596.919647217,14154.0404428847,32190,Seville
2020-04-10T220908,57,2,54,107,PUTNAM,32193,WELAKA,Putnam-32193,Putnam-32193,Welaka,Welaka,NA,0,0,18600589.8025513,30181.7294402192,32193,Welaka
2020-04-10T220908,58,2,54,107,PUTNAM,32640,HAWTHORNE,Putnam-32640,Putnam-32640,Hawthorne,Hawthorne,NA,0,0,225371504.280853,78074.0923454082,32640,Hawthorne
2020-04-10T220908,59,2,54,107,PUTNAM,32656,KEYSTONE HEIGHTS,Putnam-32656,Putnam-32656,Keystone Heights,Keystone Heights,NA,0,0,64722.8811340332,9124.82994384004,32656,Keystone Heights
2020-04-10T220908,60,2,54,107,PUTNAM,32666,MELROSE,Putnam-32666,Putnam-32666,Melrose,Melrose,NA,0,0,104954562.842682,72160.0164370458,32666,Melrose
2020-04-10T220908,61,3,62,123,TAYLOR,32059,LEE,Taylor-32059,Taylor-32059,Lee,Lee,SUPPRESSED,SUPPRESSED,-3,12349842.2195129,14868.8997837895,32059,Lee
2020-04-10T220908,62,3,62,123,TAYLOR,32066,MAYO,Taylor-32066,Taylor-32066,Mayo,Mayo,SUPPRESSED,SUPPRESSED,-3,70446254.8426514,98390.8558203045,32066,Mayo
2020-04-10T220908,63,3,62,123,TAYLOR,32331,GREENVILLE,Taylor-32331,Taylor-32331,Greenville,Greenville,SUPPRESSED,SUPPRESSED,-3,225150173.146149,110689.510740023,32331,Greenville
2020-04-10T220908,64,3,62,123,TAYLOR,32336,LAMONT,Taylor-32336,Taylor-32336,Lamont,Lamont,SUPPRESSED,SUPPRESSED,-3,329762114.106903,126233.829054498,32336,Lamont
2020-04-10T220908,65,3,62,123,TAYLOR,32340,MADISON,Taylor-32340,Taylor-32340,Madison,Madison,SUPPRESSED,SUPPRESSED,-3,26301150.3755798,36150.1887648318,32340,Madison
2020-04-10T220908,66,3,62,123,TAYLOR,32347,PERRY,Taylor-32347,Taylor-32347,Perry,Perry,SUPPRESSED,SUPPRESSED,-3,711803342.136414,197891.159975164,32347,Perry
2020-04-10T220908,67,3,62,123,TAYLOR,32348,PERRY,Taylor-32348,Taylor-32348,Perry,Perry,SUPPRESSED,SUPPRESSED,-3,962392498.030426,203620.220859063,32348,Perry
2020-04-10T220908,68,3,62,123,TAYLOR,32356,SALEM,Taylor-32356,Taylor-32356,Salem,Salem,SUPPRESSED,SUPPRESSED,-3,56474968.1939392,43160.0449179645,32356,Salem
2020-04-10T220908,69,3,62,123,TAYLOR,32359,STEINHATCHEE,Taylor-32359,Taylor-32359,Steinhatchee,Steinhatchee,SUPPRESSED,SUPPRESSED,-3,247775330.719482,100696.661897592,32359,Steinhatchee
2020-04-10T220908,70,3,62,123,TAYLOR,323MX, ,Taylor-323MX,Taylor-323MX,NA,NA,SUPPRESSED,SUPPRESSED,-3,42281132.1627197,42179.5374251008,323MX,NA
2020-04-10T220908,71,4,46,91,OKALOOSA,324MX, ,Okaloosa-324MX,Okaloosa-324MX,NA,NA,NA,0,0,258.674812316895,493.085315385692,324MX,NA
2020-04-10T220908,72,4,46,91,OKALOOSA,32531,BAKER,Okaloosa-32531,Okaloosa-32531,Baker,Baker,NA,0,0,526986154.136642,129844.84182955499,32531,Baker
2020-04-10T220908,73,4,46,91,OKALOOSA,32536,CRESTVIEW,Okaloosa-32536,Okaloosa-32536,Crestview,Crestview,Crestview,<5,-2,171509694.186295,95856.2310998275,32536,Crestview
2020-04-10T220908,74,4,46,91,OKALOOSA,32539,CRESTVIEW,Okaloosa-32539,Okaloosa-32539,Crestview,Crestview,Crestview,5 to 9,-1,385483353.799179,119833.43330197,32539,Crestview
2020-04-10T220908,75,4,46,91,OKALOOSA,32541,DESTIN,Okaloosa-32541,Okaloosa-32541,"Destin, Miramar Beach","Destin, Miramar Beach",Destin,23,23,18845792.6624527,24600.1974273464,32541,Destin
2020-04-10T220908,76,4,46,91,OKALOOSA,32542,EGLIN AFB,Okaloosa-32542,Okaloosa-32542,"Valparaiso, Eglin AFB, Lake Lorraine","Valparaiso, Eglin AFB, Lake Lorraine, Eglin Afb","Elgin Afb, Eglin Afb",<5,-2,14507009.2296982,30394.2049333038,32542,Eglin Afb
2020-04-10T220908,77,4,46,91,OKALOOSA,32544,HURLBURT FIELD,Okaloosa-32544,Okaloosa-32544,Hurlburt Field,Hurlburt Field,NA,0,0,10327539.065567,27332.5700769207,32544,Hurlburt Field
2020-04-10T220908,78,4,46,91,OKALOOSA,32547,FORT WALTON BEACH,Okaloosa-32547,Okaloosa-32547,"Fort Walton Beach, Ocean City, Wright","Fort Walton Beach, Ocean City, Wright",Fort Walton Beach,12,12,280128274.882278,119439.392797625,32547,Fort Walton Beach
2020-04-10T220908,79,4,46,91,OKALOOSA,32548,FORT WALTON BEACH,Okaloosa-32548,Okaloosa-32548,"Cinco Bayou, Fort Walton Beach, Mary Esther, Ocean City, Wright","Cinco Bayou, Fort Walton Beach, Mary Esther, Ocean City, Wright",Fort Walton Beach,11,11,21549750.9791489,72608.3789464555,32548,Fort Walton Beach
2020-04-10T220908,80,4,46,91,OKALOOSA,32550,MIRAMAR BEACH,Okaloosa-32550,Okaloosa-32550,Miramar Beach,Miramar Beach,NA,0,0,9176.43888092041,1968.9909744991,32550,Miramar Beach
2020-04-10T220908,81,4,46,91,OKALOOSA,32564,HOLT,Okaloosa-32564,Okaloosa-32564,Harold,"Harold, Holt",NA,0,0,266113582.173347,95760.052149954,32564,Holt
2020-04-10T220908,82,4,46,91,OKALOOSA,32566,NAVARRE,Okaloosa-32566,Okaloosa-32566,Navarre,Navarre,NA,0,0,6273388.88195038,16683.2903491325,32566,Navarre
2020-04-10T220908,83,4,46,91,OKALOOSA,32567,LAUREL HILL,Okaloosa-32567,Okaloosa-32567,Laurel Hill,Laurel Hill,Laurel Hill,<5,-2,241035004.077721,88210.4483354503,32567,Laurel Hill
2020-04-10T220908,84,4,46,91,OKALOOSA,32569,MARY ESTHER,Okaloosa-32569,Okaloosa-32569,"Fort Walton Beach, Mary Esther","Fort Walton Beach, Mary Esther",Mary Esther,<5,-2,17728938.8619232,51071.1149770633,32569,Mary Esther
2020-04-10T220908,85,4,46,91,OKALOOSA,32578,NICEVILLE,Okaloosa-32578,Okaloosa-32578,"Niceville, Valparaiso","Niceville, Valparaiso",Niceville,14,14,170425481.332397,93907.855804918,32578,Niceville
2020-04-10T220908,86,4,46,91,OKALOOSA,32579,SHALIMAR,Okaloosa-32579,Okaloosa-32579,"Fort Walton Beach, Shalimar, Eglin AFB, Lake Lorraine, Ocean City","Fort Walton Beach, Shalimar, Eglin AFB, Lake Lorraine, Ocean City",Shalimar,5 to 9,-1,30774415.8567429,50796.7519042018,32579,Shalimar
2020-04-10T220908,87,4,46,91,OKALOOSA,32580,VALPARAISO,Okaloosa-32580,Okaloosa-32580,"Niceville, Valparaiso, Eglin AFB","Niceville, Valparaiso, Eglin AFB",NA,0,0,157459118.2211,107425.016410146,32580,Valparaiso
2020-04-10T220908,88,4,46,91,OKALOOSA,32583,MILTON,Okaloosa-32583,Okaloosa-32583,Milton,Milton,NA,0,0,12773374.8038635,34544.6673752837,32583,Milton
2020-04-10T220908,89,4,46,91,OKALOOSA,325MX, ,Okaloosa-325MX,Okaloosa-325MX,NA,NA,NA,0,0,21115086.0382156,36634.9065360232,325MX,NA
2020-04-10T220908,90,5,7,13,CALHOUN,32321,BRISTOL,Calhoun-32321,Calhoun-32321,Bristol,Bristol,NA,0,0,49484136.6544342,109638.200889931,32321,Bristol
2020-04-10T220908,91,5,7,13,CALHOUN,32404,PANAMA CITY,Calhoun-32404,Calhoun-32404,Panama City,Panama City,NA,0,0,11565217.397171,35332.3215030232,32404,Panama City
2020-04-10T220908,92,5,7,13,CALHOUN,32420,ALFORD,Calhoun-32420,Calhoun-32420,Alford,Alford,NA,0,0,137433.352371216,3608.68318479882,32420,Alford
2020-04-10T220908,93,5,7,13,CALHOUN,32421,ALTHA,Calhoun-32421,Calhoun-32421,Altha,Altha,NA,0,0,363219805.84787,167649.86169053,32421,Altha
2020-04-10T220908,94,5,7,13,CALHOUN,32424,BLOUNTSTOWN,Calhoun-32424,Calhoun-32424,Blountstown,Blountstown,Blountstown,<5,-2,383514880.909088,202343.651419201,32424,Blountstown
2020-04-10T220908,95,5,7,13,CALHOUN,32430,CLARKSVILLE,Calhoun-32430,Calhoun-32430,Clarksville,Clarksville,NA,0,0,204720808.841003,104112.002183502,32430,Clarksville
2020-04-10T220908,96,5,7,13,CALHOUN,32438,FOUNTAIN,Calhoun-32438,Calhoun-32438,Fountain,Fountain,NA,0,0,15989505.0489044,33032.9588279814,32438,Fountain
2020-04-10T220908,97,5,7,13,CALHOUN,32442,GRAND RIDGE,Calhoun-32442,Calhoun-32442,Grand Ridge,Grand Ridge,NA,0,0,26420461.7783508,26122.3702636442,32442,Grand Ridge
2020-04-10T220908,98,5,7,13,CALHOUN,32448,MARIANNA,Calhoun-32448,Calhoun-32448,Marianna,Marianna,NA,0,0,337502.621673584,33027.0169820604,32448,Marianna
2020-04-10T220908,99,5,7,13,CALHOUN,32449,WEWAHITCHKA,Calhoun-32449,Calhoun-32449,Wewahitchka,Wewahitchka,NA,0,0,174087706.577042,89153.9964765203,32449,Wewahitchka
2020-04-10T220908,100,5,7,13,CALHOUN,32465,WEWAHITCHKA,Calhoun-32465,Calhoun-32465,Wewahitchka,Wewahitchka,NA,0,0,18595292.7399902,69492.0989863765,32465,Wewahitchka
2020-04-10T220908,101,5,7,13,CALHOUN,32466,YOUNGSTOWN,Calhoun-32466,Calhoun-32466,Youngstown,Youngstown,NA,0,0,237295971.380173,119901.524986513,32466,Youngstown
2020-04-10T220908,102,5,7,13,CALHOUN,324MX, ,Calhoun-324MX,Calhoun-324MX,NA,NA,NA,0,0,2256023.00953674,6794.17880054248,324MX,NA
2020-04-10T220908,103,6,50,99,PALM BEACH,33067,POMPANO BEACH,Palm Beach-33067,Palm Beach-33067,Watergate,"Watergate, Pompano Beach",NA,0,0,8870.2197265625,797.935706638648,33067,Pompano Beach
2020-04-10T220908,104,6,50,99,PALM BEACH,33076,POMPANO BEACH,Palm Beach-33076,Palm Beach-33076,"Pompano Beach, Parkland","Pompano Beach, Parkland",NA,0,0,15215276.4665833,19068.4090228135,33076,Pompano Beach
2020-04-10T220908,105,6,50,99,PALM BEACH,330MX, ,Palm Beach-330MX,Palm Beach-330MX,NA,NA,NA,0,0,580090.401733398,54818.1919815304,330MX,NA
2020-04-10T220908,106,6,50,99,PALM BEACH,33327,FORT LAUDERDALE,Palm Beach-33327,Palm Beach-33327,Fort Lauderdale,Fort Lauderdale,NA,0,0,30851.7148284912,6498.68615051081,33327,Fort Lauderdale
2020-04-10T220908,107,6,50,99,PALM BEACH,33401,WEST PALM BEACH,Palm Beach-33401,Palm Beach-33401,West Palm Beach,West Palm Beach,"Missing, West Palm Beach",31,31,14537521.0862579,18989.8793048221,33401,West Palm Beach
2020-04-10T220908,108,6,50,99,PALM BEACH,33403,WEST PALM BEACH,Palm Beach-33403,Palm Beach-33403,"Riviera Beach, Lake Park, North Palm Beach, Palm Beach Gardens","Riviera Beach, Lake Park, North Palm Beach, Palm Beach Gardens, West Palm Beach","Lake Park, West Palm Beach",5 to 9,-1,8479285.36914063,19907.6130809826,33403,West Palm Beach
2020-04-10T220908,109,6,50,99,PALM BEACH,33404,WEST PALM BEACH,Palm Beach-33404,Palm Beach-33404,"West Palm Beach, Riviera Beach, Lake Park, North Palm Beach, Palm Beach Gardens, Palm Beach Shores","West Palm Beach, Riviera Beach, Lake Park, North Palm Beach, Palm Beach Gardens, Palm Beach Shores","Riviera Beach, West Palm Beach, Missing",29,29,19665277.8705292,38664.0230925887,33404,West Palm Beach
2020-04-10T220908,110,6,50,99,PALM BEACH,33405,WEST PALM BEACH,Palm Beach-33405,Palm Beach-33405,"West Palm Beach, Lake Clarke Shores, Lake Worth, Cloud Lake","West Palm Beach, Lake Clarke Shores, Lake Worth, Cloud Lake",West Palm Beach,<5,-2,9383888.24746704,14686.7916032497,33405,West Palm Beach
2020-04-10T220908,111,6,50,99,PALM BEACH,33406,WEST PALM BEACH,Palm Beach-33406,Palm Beach-33406,"West Palm Beach, Palm Springs, Glen Ridge, Lake Clarke Shores, Lake Worth, Cloud Lake, Acacia Villas, Gun Club Estates, Pine Air, Royal Palm Estates, Westgate","West Palm Beach, Palm Springs, Glen Ridge, Lake Clarke Shores, Lake Worth, Cloud Lake, Acacia Villas, Gun Club Estates, Pine Air, Royal Palm Estates, Westgate","West Palm Beach, Palm Springs",54,54,23160648.8593597,34261.1511663844,33406,West Palm Beach
2020-04-10T220908,112,6,50,99,PALM BEACH,33407,WEST PALM BEACH,Palm Beach-33407,Palm Beach-33407,"West Palm Beach, Riviera Beach, Mangonia Park","West Palm Beach, Riviera Beach, Mangonia Park","West Palm Beach, Missing",54,54,25733090.8535767,29065.1500754847,33407,West Palm Beach
2020-04-10T220908,113,6,50,99,PALM BEACH,33408,NORTH PALM BEACH,Palm Beach-33408,Palm Beach-33408,"Riviera Beach, Jupiter, Juno Beach, Lake Park, North Palm Beach, Palm Beach Gardens, Juno Ridge","Riviera Beach, Jupiter, Juno Beach, Lake Park, North Palm Beach, Palm Beach Gardens, Juno Ridge","North Palm Beach, Juno Beach",15,15,17495483.8276672,40383.1719053611,33408,North Palm Beach
2020-04-10T220908,114,6,50,99,PALM BEACH,33409,WEST PALM BEACH,Palm Beach-33409,Palm Beach-33409,"West Palm Beach, Haverhill, Schall Circle, Westgate","West Palm Beach, Haverhill, Schall Circle, Westgate",West Palm Beach,5 to 9,-1,16849440.2321625,26418.8289031731,33409,West Palm Beach
2020-04-10T220908,115,6,50,99,PALM BEACH,33410,PALM BEACH GARDENS,Palm Beach-33410,Palm Beach-33410,"Riviera Beach, Jupiter, Juno Beach, North Palm Beach, Palm Beach Gardens, Cabana Colony","Riviera Beach, Jupiter, Juno Beach, North Palm Beach, Palm Beach Gardens, Cabana Colony",Palm Beach Gardens,44,44,27852449.4072418,51549.8248968012,33410,Palm Beach Gardens
2020-04-10T220908,116,6,50,99,PALM BEACH,33411,WEST PALM BEACH,Palm Beach-33411,Palm Beach-33411,"Loxahatchee Groves, West Palm Beach, Royal Palm Beach, Wellington, The Acreage","Loxahatchee Groves, West Palm Beach, Royal Palm Beach, Wellington, The Acreage","Royal Palm Beach, West Palm Beach, Wellington",33,33,112837666.50267,65623.0857656852,33411,West Palm Beach
2020-04-10T220908,117,6,50,99,PALM BEACH,33412,WEST PALM BEACH,Palm Beach-33412,Palm Beach-33412,"West Palm Beach, Palm Beach Gardens, The Acreage","West Palm Beach, Palm Beach Gardens, The Acreage","Royal Palm Beach, Palm Beach Gardens, West Palm Beach",10,10,120325300.178406,64641.8695046792,33412,West Palm Beach
2020-04-10T220908,118,6,50,99,PALM BEACH,33413,WEST PALM BEACH,Palm Beach-33413,Palm Beach-33413,"Wellington, Haverhill, Greenacres, Lake Belvedere Estates, Royal Palm Estates","Wellington, Haverhill, Greenacres, Lake Belvedere Estates, Royal Palm Estates, West Palm Beach",West Palm Beach,5 to 9,-1,20221829.2053833,26107.1963127267,33413,West Palm Beach
2020-04-10T220908,119,6,50,99,PALM BEACH,33414,WELLINGTON,Palm Beach-33414,Palm Beach-33414,"Royal Palm Beach, Wellington","Royal Palm Beach, Wellington","Wellington, Missing",34,34,74417056.7749939,47738.5042643872,33414,Wellington
2020-04-10T220908,120,6,50,99,PALM BEACH,33415,WEST PALM BEACH,Palm Beach-33415,Palm Beach-33415,"Palm Springs, Haverhill, Greenacres, Acacia Villas, Lake Belvedere Estates, Royal Palm Estates, Westgate","Palm Springs, Haverhill, Greenacres, Acacia Villas, Lake Belvedere Estates, Royal Palm Estates, Westgate, West Palm Beach",West Palm Beach,15,15,19268004.6398315,24482.3358462495,33415,West Palm Beach
2020-04-10T220908,121,6,50,99,PALM BEACH,33416,WEST PALM BEACH,Palm Beach-33416,Palm Beach-33416,Palm Springs,"Palm Springs, West Palm Beach",NA,0,0,280940.034301758,2522.10242924758,33416,West Palm Beach
