timestamp,objectid_12_13,objectid,depcode,county,countyname,datestamp,shape_st_are,shape_st_len,objectid_1,county_1,state,objectid_12,depcode_1,countyn,pu_is_total,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80plus,age_unkn,c_age_0_9,c_age_10_19,c_age_20_29,c_age_30_39,c_age_40_49,c_age_50_59,c_age_60_69,c_age_70_79,c_age_80plus,c_age_unkn,pui_age_range,pui_age_avrg,c_age_range,c_age_avrg,c_all_res_types,c_non_res_deaths,pui_female,pui_male,pui_sex_unkn,puifl_res,pui_not_fl_res,puifl_res_out,pui_travel_no,pui_travel_unkn,pui_travel_yes,c_ed_no,c_ed_no_data,c_ed_yes,c_hosp_no,c_hosp_nodata,c_hosp_yes,fl_res_deaths,pui_lab_yes,t_positive,t_negative,t_inconc,t_pending,pui_cont_no,pui_cont_unkn,pui_cont_yes,cases_all,c_men,c_women,c_travel_yes,c_travel_no,c_travel_unkn,c_fl_res,c_not_fl_res,c_fl_res_out,t_neg_res,t_neg_not_fl_res,t_pend_res,t_pend_not_res,t_total,t_negative_2,t_pending_2,t_positive_2,f_land_non_fl_deaths,ever_mon,mon_now,shape_area,shape_length,age_0_4,age_5_14,age_15_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_85plus,c_age_0_4,c_age_5_14,c_age_15_24,c_age_25_34,c_age_35_44,c_age_45_54,c_age_55_64,c_age_65_74,c_age_75_84,c_age_85plus,pui_fl_res,pui_non_res,c_fl_res_only,deaths1,deaths
2020-03-28T160730,41,41,65,129,WAKULLA,2000-05-16T00:00:00.000Z,17022505120.6189,916733.867149366,66,Wakulla,FL,41,65,129,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 to 93,0,NA,50,0,0,25,12,0,37,0,0,4,33,0,0,0,0,0,0,0,0,37,0,37,0,0,4,0,0,0,0,0,NA,NA,NA,0,0,0,37,0,NA,NA,37,37,NA,0,NA,14,13,1579533632.64177,279225.038340218,0,2,2,3,6,10,8,2,2,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0
2020-03-28T160730,42,42,5,009,BREVARD,2000-05-16T00:00:00.000Z,28936951380.6763,2600567.11621827,5,Brevard,FL,42,5,9,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 97,0,1 to 76,52,24,0,258,172,6,434,2,0,65,355,16,15,4,7,21,2,3,0,426,26,400,0,10,43,15,15,26,19,7,NA,NA,NA,24,2,0,400,0,NA,NA,424,400,NA,26,NA,81,54,2687643838.87906,793218.333609179,5,10,23,61,57,57,98,61,41,22,1,0,3,4,3,3,8,3,1,0,NA,NA,NA,NA,0
2020-03-28T160730,43,43,53,105,POLK,2000-05-16T00:00:00.000Z,56039729499.5993,1273587.97322649,53,Polk,FL,43,53,105,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 97,0,8 to 88,50,34,0,414,273,5,688,4,0,94,554,44,11,6,17,15,6,13,0,641,34,607,0,51,87,19,28,34,16,18,NA,NA,NA,34,0,0,603,4,NA,NA,637,607,NA,34,NA,59,31,5206715917.89822,388118.956177661,12,16,60,85,92,115,123,102,69,18,0,1,2,6,6,5,6,3,4,1,NA,NA,NA,NA,0
2020-03-28T160730,44,44,49,097,OSCEOLA,2000-05-16T00:00:00.000Z,41974373975.6891,1149911.15232981,49,Osceola,FL,44,49,97,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 97,0,18 to 91,46,63,0,317,235,2,546,8,0,118,350,86,27,14,25,34,14,18,0,491,66,425,0,63,125,34,68,66,32,34,NA,NA,NA,63,3,0,422,3,NA,NA,485,425,NA,66,NA,91,57,3899316052.50861,350452.549474464,10,15,45,107,99,85,81,67,35,8,0,0,7,12,10,14,11,7,4,1,NA,NA,NA,NA,0
2020-03-28T160730,45,45,28,055,HIGHLANDS,2000-05-16T00:00:00.000Z,30858531275.5408,973257.170083551,28,Highlands,FL,45,28,55,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 89,0,28 to 78,51,10,0,47,20,8,75,0,0,4,63,8,5,2,3,6,2,2,1,54,10,43,1,21,7,4,3,10,3,6,NA,NA,NA,10,0,0,43,0,NA,NA,53,43,NA,10,NA,23,21,2866885704.30579,296636.719911829,2,0,4,16,9,6,13,11,12,2,0,0,0,3,1,0,1,1,4,0,NA,NA,NA,NA,1
2020-03-28T160730,46,46,36,071,LEE,2000-05-16T00:00:00.000Z,22734524817.4646,1913267.0220598,36,Lee,FL,46,36,71,1162,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 97,0,10 to 94,53,95,0,688,464,10,1150,11,1,152,981,29,40,34,27,46,27,28,6,1143,101,1042,0,19,42,34,122,101,62,39,NA,NA,NA,94,6,1,1038,4,NA,NA,1133,1042,NA,101,NA,284,242,2112333669.17714,583283.842331616,17,17,62,131,156,181,195,234,128,40,0,1,5,8,11,8,16,26,23,3,NA,NA,NA,NA,6
2020-03-28T160730,47,47,11,021,COLLIER,2000-05-16T00:00:00.000Z,55941206045.6423,1903355.15661929,11,Collier,FL,47,11,21,917,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 94,0,17 to 94,56,80,0,514,394,9,876,41,0,166,692,59,35,36,21,65,18,9,0,872,92,780,0,45,111,54,53,92,52,40,NA,NA,NA,80,12,0,753,27,NA,NA,833,780,NA,92,NA,149,144,5197102107.68439,580181.883282756,6,13,53,110,88,133,157,157,144,56,0,0,7,16,3,10,17,11,23,5,NA,NA,NA,NA,0
2020-03-28T160730,48,48,13,025,MIAMI-DADE,2000-05-16T00:00:00.000Z,55073375763.8941,1774363.00496543,13,Dade,FL,48,13,25,6760,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 103,1,3 to 99,47,982,0,3491,3202,67,6693,66,1,357,6153,250,77,663,263,261,654,88,3,6663,1003,5655,5,97,223,301,340,1003,588,405,NA,NA,NA,981,21,1,5616,42,NA,NA,6598,5658,NA,1003,NA,1001,842,5114451079.58835,540836.793924443,101,137,492,1199,1244,1243,1042,704,399,187,2,9,71,193,195,210,147,106,55,14,NA,NA,NA,NA,3
2020-03-28T160730,49,49,44,087,MONROE,2000-05-16T00:00:00.000Z,28308543761.6011,4591181.83897766,44,Monroe,FL,49,44,87,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 to 92,0,19 to 80,52,18,0,102,79,2,170,13,0,32,117,34,4,12,4,14,2,4,0,137,20,117,0,46,37,54,13,20,11,9,NA,NA,NA,18,2,0,110,7,NA,NA,128,117,NA,20,NA,50,47,2629619857.16548,1399292.97354894,1,1,10,26,23,35,42,27,9,9,0,0,3,1,1,7,3,2,3,0,NA,NA,NA,NA,0
2020-03-28T160730,50,50,57,113,SANTA ROSA,2000-05-16T00:00:00.000Z,28109274128.0588,1198564.1555946,55,Santa Rosa,FL,50,57,113,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 90,0,0 to 81,45,14,0,130,82,1,213,0,0,20,183,10,4,3,7,7,1,6,1,211,14,197,0,2,21,3,7,14,10,4,NA,NA,NA,14,0,0,197,0,NA,NA,211,197,NA,14,NA,265,243,2596863920.94926,364280.718031263,12,10,14,31,36,35,23,35,14,3,2,0,2,0,0,2,1,5,2,0,NA,NA,NA,NA,1
2020-03-28T160730,51,51,66,131,WALTON,2000-05-16T00:00:00.000Z,29260992908.4669,1216747.48888053,67,Walton,FL,51,66,131,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 97,0,20 to 79,47,8,0,59,39,0,89,9,0,31,41,26,9,1,5,10,1,4,0,95,15,80,0,3,15,30,12,15,6,9,NA,NA,NA,8,7,0,78,2,NA,NA,86,80,NA,15,NA,5,1,2708101782.46999,370154.781284707,5,3,9,8,14,22,17,13,5,2,0,0,3,0,1,3,3,2,3,0,NA,NA,NA,NA,0
2020-03-28T160730,52,52,32,063,JACKSON,2000-05-16T00:00:00.000Z,26457674355.9754,735287.597926583,32,Jackson,FL,52,32,63,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 to 88,0,33 to 33,48,0,0,38,23,7,66,2,0,12,44,12,1,0,0,1,0,0,0,61,1,60,0,7,17,5,3,1,1,0,NA,NA,NA,0,1,0,59,1,NA,NA,59,60,NA,1,NA,7,4,2452499072.79567,223828.324060307,0,0,9,12,11,8,12,6,6,3,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0
2020-03-28T160730,53,53,67,133,WASHINGTON,2000-05-16T00:00:00.000Z,17212291868.187,801011.879871898,68,Washington,FL,53,67,133,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 to 84,0,53 to 53,52,1,0,16,10,7,33,0,0,10,19,4,0,1,0,0,0,1,0,27,1,26,0,6,12,1,2,1,1,0,NA,NA,NA,1,0,0,26,0,NA,NA,27,26,NA,1,NA,5,5,1594396648.51196,243766.072259733,0,1,2,4,6,4,5,8,3,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0
2020-03-28T160730,54,54,45,089,NASSAU,2000-05-16T00:00:00.000Z,17668341931.5773,1275144.97327404,45,Nassau,FL,54,45,89,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 to 92,0,50 to 73,55,6,0,50,34,0,83,1,0,6,67,11,2,2,2,5,0,1,0,84,6,78,0,0,14,2,5,6,3,3,NA,NA,NA,6,0,0,77,1,NA,NA,83,78,NA,6,NA,6,5,1641620662.32831,388721.737801268,1,2,2,7,11,10,23,16,8,4,0,0,0,0,0,1,2,3,0,0,NA,NA,NA,NA,0
2020-03-28T160730,55,55,22,043,GLADES,2000-05-16T00:00:00.000Z,27470534483.1281,776973.436241095,22,Glades,FL,55,22,43,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46 to 69,0,NA,57,0,0,1,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,3,0,NA,NA,3,3,NA,0,NA,1,1,2551976411.00452,236757.936928168,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0
2020-03-28T160730,56,56,8,015,CHARLOTTE,2000-05-16T00:00:00.000Z,19647662652.4031,1306868.96108577,8,Charlotte,FL,56,8,15,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 to 96,0,43 to 76,58,12,0,110,79,8,195,2,0,12,183,2,1,9,2,4,6,2,0,192,12,180,0,5,8,1,4,12,6,6,NA,NA,NA,12,0,0,179,1,NA,NA,191,180,NA,12,NA,47,41,1825525431.11919,398247.923422686,2,1,12,11,20,25,37,55,23,10,0,0,0,0,1,4,3,3,1,0,NA,NA,NA,NA,0
2020-03-28T160730,57,57,58,115,SARASOTA,2000-05-16T00:00:00.000Z,16244595346.2406,866480.222854252,56,Sarasota,FL,57,58,115,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 99,0,21 to 90,62,40,0,364,318,4,659,27,0,306,347,33,18,11,19,22,8,18,2,657,48,609,0,29,256,44,61,48,24,24,NA,NA,NA,40,8,0,594,15,NA,NA,634,609,NA,48,NA,140,62,1509311882.53409,264158.506465067,7,7,33,50,51,80,101,131,142,84,0,0,2,0,3,4,5,13,15,6,NA,NA,NA,NA,2
2020-03-28T160730,58,58,14,027,DESOTO,2000-05-16T00:00:00.000Z,17811561535.2703,552611.74528102,14,Desoto,FL,58,14,27,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 to 91,0,27 to 91,50,7,0,36,27,35,98,0,0,37,61,0,4,2,1,4,2,1,0,58,7,51,0,40,8,18,15,7,5,2,NA,NA,NA,7,0,0,51,0,NA,NA,58,51,NA,7,NA,4,4,1654926851.96404,168390.780925558,2,1,5,23,15,9,16,11,13,3,0,0,0,4,0,0,2,0,0,1,NA,NA,NA,NA,0
2020-03-28T160730,59,59,18,035,FLAGLER,2000-05-16T00:00:00.000Z,13936478366.7697,723300.597094917,18,Flagler,FL,59,18,35,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 93,0,17 to 77,53,12,0,84,59,0,141,2,0,16,116,11,9,2,2,11,1,1,0,143,13,130,0,0,3,38,10,13,7,6,NA,NA,NA,12,1,0,129,1,NA,NA,141,130,NA,13,NA,49,28,1294754947.55994,220559.838719988,1,1,10,19,17,21,25,33,13,3,0,0,1,1,1,1,5,3,1,0,NA,NA,NA,NA,0
2020-03-28T160730,60,60,26,051,HENDRY,2000-05-16T00:00:00.000Z,33164247954.1707,952053.303145101,26,Hendry,FL,60,26,51,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 to 86,0,NA,49,0,0,17,16,0,33,0,0,3,29,1,0,0,0,0,0,0,0,32,0,32,0,1,4,2,0,0,0,0,NA,NA,NA,0,0,0,32,0,NA,NA,32,32,NA,0,NA,3,3,3080878042.06929,290231.154940413,0,2,1,5,7,4,8,1,3,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0
2020-03-28T160730,61,61,31,061,INDIAN RIVER,2000-05-16T00:00:00.000Z,14211052094.6021,768080.956031033,31,Indian River,FL,61,31,61,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 105,0,25 to 84,57,15,0,132,82,4,216,2,0,19,172,27,12,1,3,14,1,1,0,211,16,195,0,7,26,8,12,16,7,9,NA,NA,NA,15,1,0,194,1,NA,NA,209,195,NA,16,NA,66,45,1319798862.49319,234087.653130679,4,2,16,14,21,25,50,43,30,12,0,0,0,3,0,2,3,4,4,0,NA,NA,NA,NA,0
2020-03-28T160730,62,62,6,011,BROWARD,2000-05-16T00:00:00.000Z,33839548761.036,958026.061896544,6,Broward,FL,62,6,11,7868,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 106,0,0 to 97,48,795,0,3789,3316,763,7782,86,0,684,6816,368,198,364,252,376,346,92,11,7717,814,6901,2,151,337,447,538,814,438,302,NA,NA,NA,795,19,0,6839,63,NA,NA,7634,6902,NA,814,NA,566,376,3142374056.01305,291881.846057183,78,112,586,1329,1456,1498,1277,934,401,190,2,3,87,126,134,136,147,111,42,26,NA,NA,NA,NA,11
2020-03-28T160730,63,63,17,033,ESCAMBIA,2000-05-16T00:00:00.000Z,19152061307.8204,1448408.40435881,17,Escambia,FL,63,17,33,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 94,0,22 to 94,42,27,0,309,167,2,447,31,0,26,437,15,12,12,4,23,4,1,0,477,28,449,0,1,22,17,8,28,13,15,NA,NA,NA,27,1,0,419,30,NA,NA,446,449,NA,28,NA,42,20,1767890300.40206,439974.169549806,27,20,46,101,62,73,76,51,17,5,0,0,3,4,3,8,7,1,1,1,NA,NA,NA,NA,0
2020-03-28T160730,64,64,47,093,OKEECHOBEE,2000-05-16T00:00:00.000Z,24844271086.3607,893974.023125111,47,Okeechobee,FL,64,47,93,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8 to 84,0,NA,50,0,0,22,20,0,41,1,0,21,14,7,0,0,0,0,0,0,0,41,0,41,0,1,24,2,1,0,0,0,NA,NA,NA,0,0,0,40,1,NA,NA,40,41,NA,0,NA,1,0,2307690905.70045,272539.677334045,0,3,5,3,4,6,9,5,7,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0
2020-03-28T160730,65,65,19,037,FRANKLIN,2000-05-16T00:00:00.000Z,15589551427.4073,1467124.86409578,19,Franklin,FL,65,19,37,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 to 84,0,NA,60,0,0,6,9,0,15,0,0,4,10,1,0,0,0,0,0,0,0,15,0,15,0,0,5,1,0,0,0,0,NA,NA,NA,0,0,0,15,0,NA,NA,15,15,NA,0,NA,1,1,1445840682.56789,446544.245992026,0,1,1,0,1,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0
2020-03-28T160730,66,66,1,001,ALACHUA,2000-05-16T00:00:00.000Z,27023240533.1793,892726.558557937,1,Alachua,FL,66,1,1,1166,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 101,1,2 to 91,40,64,0,711,445,10,1154,12,0,177,961,28,11,47,9,17,43,7,0,1145,67,1078,0,21,43,26,9,67,29,37,NA,NA,NA,64,3,0,1069,9,NA,NA,1133,1078,NA,67,NA,25,14,2510756491.26947,272135.471452184,58,20,227,244,157,120,124,126,50,24,1,0,19,12,7,6,9,9,2,1,NA,NA,NA,NA,0
2020-03-28T160730,67,67,55,109,ST. JOHNS,2000-05-16T00:00:00.000Z,17847916417.1672,1130719.73111295,58,St. Johns,FL,67,55,109,674,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 96,0,12 to 91,49,46,0,375,262,37,670,4,0,122,501,51,19,6,23,30,7,11,2,651,48,603,0,23,89,63,55,48,34,14,NA,NA,NA,46,2,0,601,2,NA,NA,647,603,NA,48,NA,67,52,1658206648.51031,344848.248220385,13,18,40,99,107,116,111,101,46,21,0,2,3,3,5,12,9,11,2,1,NA,NA,NA,NA,2
2020-03-28T160730,68,999,999,999,Unknown,NA,NA,NA,64,Unknown,FL,68,999,999,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21 to 95,0,NA,49,0,0,6,5,0,3,8,0,0,11,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,3,8,NA,NA,3,11,NA,0,NA,9,8,426757389.663452,73231.2921286601,0,0,1,3,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0
2020-03-28T162623,1,1,21,041,GILCHRIST,2000-05-16T00:00:00.000Z,9908353355.45099,487300.011359113,21,Gilchrist,FL,1,21,41,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 89,0,NA,46,0,0,15,9,0,24,0,0,2,22,0,0,0,0,0,0,0,0,24,0,24,0,0,1,2,0,0,0,0,NA,NA,NA,0,0,0,24,0,NA,NA,24,24,NA,0,NA,0,0,920490830.042053,148547.348006441,3,0,2,3,5,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0
2020-03-28T162623,2,2,54,107,PUTNAM,2000-05-16T00:00:00.000Z,23058687375.9514,762967.677232753,54,Putnam,FL,2,54,107,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 96,0,22 to 82,50,12,0,132,77,1,209,1,0,82,117,11,1,10,1,10,2,0,0,201,12,188,1,9,22,18,70,12,6,6,NA,NA,NA,12,0,0,188,1,NA,NA,200,189,NA,12,NA,1,1,2142439482.67719,232574.925675008,7,3,15,29,30,33,37,24,25,7,0,0,2,0,2,3,0,4,1,0,NA,NA,NA,NA,0
2020-03-28T162623,3,3,62,123,TAYLOR,2000-05-16T00:00:00.000Z,28917470565.3829,877252.709451284,62,Taylor,FL,3,62,123,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19 to 81,0,NA,50,0,0,12,16,0,28,0,0,5,23,0,0,0,0,0,0,0,0,28,0,28,0,0,5,0,0,0,0,0,NA,NA,NA,0,0,0,28,0,NA,NA,28,28,NA,0,NA,1,1,2685252568.13834,267348.178950349,0,0,2,4,5,5,6,3,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0
2020-03-28T162623,4,4,46,091,OKALOOSA,2000-05-16T00:00:00.000Z,25621585036.2256,1087058.00438284,46,Okaloosa,FL,4,46,91,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 87,0,24 to 87,44,24,0,118,77,7,197,4,1,53,118,31,17,2,8,20,2,5,0,188,27,161,0,14,38,6,39,27,13,14,NA,NA,NA,23,3,1,160,1,NA,NA,184,161,NA,27,NA,94,44,2369222670.29688,330553.160278386,6,11,11,35,34,40,33,16,10,1,0,0,2,3,4,5,3,4,5,1,NA,NA,NA,NA,0
2020-03-28T162623,5,5,7,013,CALHOUN,2000-05-16T00:00:00.000Z,16048085397.4672,631344.00909672,7,Calhoun,FL,5,7,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19 to 84,0,NA,55,0,0,7,4,0,11,0,0,0,9,2,0,0,0,0,0,0,0,11,0,11,0,0,1,1,0,0,0,0,NA,NA,NA,0,0,0,11,0,NA,NA,11,11,NA,0,NA,1,0,1487626835.10838,192207.890331272,0,0,2,0,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0
2020-03-28T162623,6,6,50,099,PALM BEACH,2000-05-16T00:00:00.000Z,61491591969.0616,1522726.89747538,50,Palm Beach,FL,6,50,99,1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 104,0,6 to 92,50,281,0,1067,830,37,1914,18,2,99,1768,67,37,194,61,79,178,35,5,1905,292,1613,0,29,74,60,83,292,156,129,NA,NA,NA,279,11,2,1606,7,NA,NA,1887,1613,NA,292,NA,309,231,5710098601.29486,464192.459734082,30,45,149,285,293,295,288,284,187,66,0,1,23,24,31,29,43,71,55,15,NA,NA,NA,NA,5
2020-03-28T162623,7,7,56,111,ST. LUCIE,2000-05-16T00:00:00.000Z,16149484820.9557,829518.692770346,59,St. Lucie,FL,7,56,111,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 95,0,19 to 95,48,19,0,180,128,5,310,3,0,34,265,14,14,1,6,17,1,3,1,302,21,281,0,11,33,9,12,21,10,11,NA,NA,NA,19,2,0,280,1,NA,NA,299,281,NA,21,NA,38,34,1499679486.67142,252832.323289834,9,11,22,43,42,53,57,46,22,8,0,0,1,3,2,3,6,3,2,1,NA,NA,NA,NA,1
2020-03-28T162623,8,8,51,101,PASCO,2000-05-16T00:00:00.000Z,21260807285.8637,739390.643597644,51,Pasco,FL,8,51,101,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 95,0,21 to 73,50,27,0,416,275,1,682,10,0,64,595,33,16,7,5,20,3,5,2,678,28,649,1,14,68,38,23,28,12,16,NA,NA,NA,27,1,0,642,7,NA,NA,669,649,NA,28,NA,118,54,1975344274.45807,225211.500752162,17,23,41,82,98,113,124,116,59,18,0,0,2,4,5,7,3,7,0,0,NA,NA,NA,NA,2
2020-03-28T162623,9,9,20,039,GADSDEN,2000-05-16T00:00:00.000Z,14744963472.2481,673612.426077503,20,Gadsden,FL,9,20,39,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 90,0,54 to 54,48,1,0,21,15,0,35,0,1,3,30,3,0,1,0,0,1,0,0,36,1,35,0,0,1,3,2,1,1,0,NA,NA,NA,0,0,1,35,0,NA,NA,36,35,NA,1,NA,0,0,1367889846.39806,205127.330650714,2,0,1,7,5,7,4,6,3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0
2020-03-28T162623,10,10,37,073,LEON,2000-05-16T00:00:00.000Z,19584016138.2098,807989.691181563,37,Leon,FL,10,37,73,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 95,0,19 to 60,44,14,0,259,161,1,417,3,1,10,390,21,7,1,8,13,1,2,0,420,16,404,0,1,9,18,9,16,8,8,NA,NA,NA,13,2,1,403,1,NA,NA,417,404,NA,16,NA,77,51,1817477697.41779,246081.909627491,10,11,55,81,65,55,70,50,18,6,0,0,1,4,6,1,4,0,0,0,NA,NA,NA,NA,0
2020-03-28T162623,11,11,33,065,JEFFERSON,2000-05-16T00:00:00.000Z,17033402669.7849,749466.142282919,33,Jefferson,FL,11,33,65,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 64,0,NA,37,0,0,4,7,0,11,0,0,1,10,0,0,0,0,0,0,0,0,11,0,11,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,11,0,NA,NA,11,11,NA,0,NA,7,1,1581350101.5302,228391.565390175,2,1,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0
2020-03-28T162623,12,12,40,079,MADISON,2000-05-16T00:00:00.000Z,19954266828.3091,719422.161444634,40,Madison,FL,12,40,79,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21 to 88,0,NA,53,0,0,16,5,0,21,0,0,2,19,0,0,0,0,0,0,0,0,21,0,21,0,0,2,0,0,0,0,0,NA,NA,NA,0,0,0,21,0,NA,NA,21,21,NA,0,NA,0,0,1853116752.08771,219176.19751538,0,0,1,4,1,6,2,4,1,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0
2020-03-28T162623,13,13,39,077,LIBERTY,2000-05-16T00:00:00.000Z,23545304208.6892,1014156.81652576,39,Liberty,FL,13,39,77,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29 to 76,0,NA,52,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,2,0,NA,NA,2,2,NA,0,NA,0,0,2183538740.41838,308797.501184753,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0
