timestamp,objectid_12_13,objectid,depcode,county,countyname,datestamp,shape_st_are,shape_st_len,objectid_1,county_1,state,objectid_12,depcode_1,countyn,pu_is_total,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80plus,age_unkn,c_age_0_9,c_age_10_19,c_age_20_29,c_age_30_39,c_age_40_49,c_age_50_59,c_age_60_69,c_age_70_79,c_age_80plus,c_age_unkn,pui_age_range,pui_age_avrg,c_age_range,c_age_avrg,c_all_res_types,c_non_res_deaths,pui_female,pui_male,pui_sex_unkn,puifl_res,pui_not_fl_res,puifl_res_out,pui_travel_no,pui_travel_unkn,pui_travel_yes,c_ed_no,c_ed_no_data,c_ed_yes,c_hosp_no,c_hosp_nodata,c_hosp_yes,fl_res_deaths,pui_lab_yes,t_positive,t_negative,t_inconc,t_pending,pui_cont_no,pui_cont_unkn,pui_cont_yes,cases_all,c_men,c_women,c_travel_yes,c_travel_no,c_travel_unkn,c_fl_res,c_not_fl_res,c_fl_res_out,t_neg_res,t_neg_not_fl_res,t_pend_res,t_pend_not_res,t_total,t_negative_2,t_pending_2,t_positive_2,f_land_non_fl_deaths,ever_mon,mon_now,shape_area,shape_length,age_0_4,age_5_14,age_15_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_85plus,c_age_0_4,c_age_5_14,c_age_15_24,c_age_25_34,c_age_35_44,c_age_45_54,c_age_55_64,c_age_65_74,c_age_75_84,c_age_85plus,pui_fl_res,pui_non_res,c_fl_res_only,deaths1,deaths
2020-03-25T101619,1,1,21,041,GILCHRIST,2000-05-16T00:00:00.000Z,9908353355.45099,487300.011359113,21,Gilchrist,FL,1,21,41,7,2,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0 to 68,40,NA,NA,0,0,2,5,0,7,0,0,1,6,0,0,0,0,0,0,0,0,7,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7,0,0,0,0,0,920490830.042053,148547.348006441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,2,2,54,107,PUTNAM,2000-05-16T00:00:00.000Z,23058687375.9514,762967.677232753,54,Putnam,FL,2,54,107,120,6,3,14,17,15,20,19,14,12,0,0,0,0,0,0,0,1,0,1,0,1 to 93,51,67 to 82,74,2,0,74,42,4,119,1,0,44,67,9,1,0,1,2,0,0,0,85,2,83,0,35,4,16,31,2,1,1,1,1,0,2,0,0,82,1,35,0,120,83,35,2,0,0,0,2142439482.67719,232574.925675008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,3,3,62,123,TAYLOR,2000-05-16T00:00:00.000Z,28917470565.3829,877252.709451284,62,Taylor,FL,3,62,123,12,0,0,2,1,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,22 to 81,55,NA,NA,0,0,6,6,0,12,0,0,2,10,0,0,0,0,0,0,0,0,12,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,12,0,0,0,0,0,2685252568.13834,267348.178950349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,4,4,46,091,OKALOOSA,2000-05-16T00:00:00.000Z,25621585036.2256,1087058.00438284,46,Okaloosa,FL,4,46,91,95,11,5,17,13,19,16,9,3,2,0,0,0,3,0,4,1,3,1,2,0,3 to 83,39,24 to 83,54,14,0,52,40,3,93,1,1,39,36,20,10,1,3,11,1,2,0,76,14,62,0,19,22,4,27,14,4,10,9,5,0,13,0,1,61,1,19,0,95,62,19,14,0,58,16,2369222670.29688,330553.160278386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,5,5,7,013,CALHOUN,2000-05-16T00:00:00.000Z,16048085397.4672,631344.00909672,7,Calhoun,FL,5,7,13,6,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,19 to 84,59,NA,NA,0,0,3,3,0,6,0,0,0,6,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,0,0,0,0,1487626835.10838,192207.890331272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,6,6,50,099,PALM BEACH,2000-05-16T00:00:00.000Z,61491591969.0616,1522726.89747538,50,Palm Beach,FL,6,50,99,744,14,21,105,105,100,122,122,102,50,3,1,4,17,5,12,12,26,17,10,0,0 to 104,51,6 to 88,55,97,0,412,322,10,729,14,1,47,653,44,15,53,36,36,49,19,3,728,104,624,0,16,47,35,42,104,62,41,27,21,56,96,7,1,617,7,16,0,744,624,16,104,3,70,19,5710098601.29486,464192.459734082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,7,7,56,111,ST. LUCIE,2000-05-16T00:00:00.000Z,16149484820.9557,829518.692770346,59,St. Lucie,FL,7,56,111,122,5,6,18,21,13,25,17,12,5,0,0,1,1,0,1,1,0,2,0,0,0 to 92,46,19 to 77,50,5,0,73,49,0,120,2,0,13,98,11,5,0,1,6,0,0,0,113,6,107,0,9,15,4,5,6,2,4,2,4,0,5,1,0,106,1,9,0,122,107,9,6,0,6,2,1499679486.67142,252832.323289834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,8,8,51,101,PASCO,2000-05-16T00:00:00.000Z,21260807285.8637,739390.643597644,51,Pasco,FL,8,51,101,258,19,7,24,35,37,41,48,33,13,1,0,0,0,2,5,1,6,2,0,0,0 to 89,48,32 to 73,55,15,0,144,113,1,250,8,0,47,187,24,9,4,3,11,1,4,0,238,16,222,0,20,42,35,16,16,8,8,9,5,2,15,1,0,217,5,18,2,258,222,20,16,0,75,46,1975344274.45807,225211.500752162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,9,9,20,039,GADSDEN,2000-05-16T00:00:00.000Z,14744963472.2481,673612.426077503,20,Gadsden,FL,9,20,39,20,2,0,3,2,4,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0 to 75,46,54 to 54,54,1,0,13,7,0,19,0,1,3,14,3,0,1,0,0,1,0,0,20,1,19,0,0,1,3,2,1,1,0,1,0,0,0,0,1,19,0,0,0,20,19,0,1,0,0,0,1367889846.39806,205127.330650714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,10,10,37,073,LEON,2000-05-16T00:00:00.000Z,19584016138.2098,807989.691181563,37,Leon,FL,10,37,73,202,3,12,34,38,24,27,42,14,8,0,0,0,0,3,2,3,0,0,0,0,0 to 95,46,31 to 59,45,6,0,116,85,1,199,2,1,4,183,15,3,0,5,6,0,2,0,196,8,188,0,6,4,16,4,8,3,5,8,0,0,5,2,1,188,0,6,0,202,188,6,8,0,31,10,1817477697.41779,246081.909627491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,11,11,33,065,JEFFERSON,2000-05-16T00:00:00.000Z,17033402669.7849,749466.142282919,33,Jefferson,FL,11,33,65,6,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 to 59,33,NA,NA,0,0,2,4,0,6,0,0,1,5,0,0,0,0,0,0,0,0,6,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,0,0,6,0,1581350101.5302,228391.565390175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,12,12,40,079,MADISON,2000-05-16T00:00:00.000Z,19954266828.3091,719422.161444634,40,Madison,FL,12,40,79,6,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,45 to 73,60,NA,NA,0,0,4,2,0,6,0,0,0,6,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,0,0,0,0,1853116752.08771,219176.19751538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,13,13,39,077,LIBERTY,2000-05-16T00:00:00.000Z,23545304208.6892,1014156.81652576,39,Liberty,FL,13,39,77,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76 to 76,76,NA,NA,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,2183538740.41838,308797.501184753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,14,14,24,047,HAMILTON,2000-05-16T00:00:00.000Z,14477960107.7779,763034.416582444,24,Hamilton,FL,14,24,47,9,0,0,2,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,23 to 93,63,NA,NA,0,0,4,5,0,9,0,0,3,6,0,0,0,0,0,0,0,0,8,0,8,0,1,3,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,9,8,1,0,0,2,1,1344926537.82205,232510.619937192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,15,15,3,005,BAY,2000-05-16T00:00:00.000Z,20842319162.9517,1834701.30277606,3,Bay,FL,15,3,5,41,3,2,5,5,9,5,6,2,4,0,0,0,0,0,1,0,0,0,0,0,4 to 90,46,47 to 47,47,0,0,22,19,0,39,2,0,6,18,17,0,0,1,0,0,1,0,38,1,37,0,3,5,11,8,1,1,0,1,0,0,0,1,0,36,1,3,0,41,37,3,1,0,2,0,1930770661.49939,558412.990825665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,16,16,12,023,COLUMBIA,2000-05-16T00:00:00.000Z,22266487302.2026,905417.470831242,12,Columbia,FL,16,12,23,57,3,2,7,5,9,9,7,10,5,0,0,0,0,0,2,0,0,1,0,0,1 to 118,51,46 to 70,54,3,0,25,32,0,55,2,0,17,37,3,0,3,0,3,0,0,0,34,3,31,0,23,12,2,4,3,1,2,0,3,0,3,0,0,31,0,21,2,57,31,23,3,0,1,1,2068684690.43686,276060.430857214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,17,17,2,003,BAKER,2000-05-16T00:00:00.000Z,16362161453.2611,602717.294368568,2,Baker,FL,17,2,3,21,0,1,1,2,3,4,3,6,1,0,0,0,0,0,0,0,2,1,1,0,17 to 87,58,64 to 87,73,4,0,13,7,1,20,1,0,19,1,1,1,2,1,2,0,2,0,20,4,16,0,1,6,3,7,4,2,2,0,4,0,4,0,0,15,1,1,0,21,16,1,4,0,3,3,1520245937.66486,183737.354704368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,18,18,30,059,HOLMES,2000-05-16T00:00:00.000Z,13514831669.2324,577279.375441074,30,Holmes,FL,18,30,59,6,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 to 49,42,NA,NA,0,0,4,2,0,6,0,0,1,5,0,0,0,0,0,0,0,0,6,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,0,0,1,1,1251550190.83949,175658.620344926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,19,19,43,085,MARTIN,2000-05-16T00:00:00.000Z,18163212069.3958,1014294.81270012,43,Martin,FL,19,43,85,83,0,5,9,5,10,8,10,15,21,0,0,0,0,0,1,1,1,1,0,0,11 to 99,60,45 to 75,62,4,0,59,24,0,83,0,0,11,71,1,2,0,2,4,0,0,0,82,4,78,0,1,15,2,0,4,2,2,1,3,0,4,0,0,78,0,1,0,83,78,1,4,0,6,0,1686613017.08661,308980.48751506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,20,20,29,057,HILLSBOROUGH,2000-05-16T00:00:00.000Z,29564028944.0196,1177196.95995299,29,Hillsborough,FL,20,29,57,1402,89,50,240,275,220,204,152,119,53,0,3,8,17,26,13,12,11,5,0,0,0 to 100,43,3 to 79,39,89,0,789,599,14,1374,28,0,81,1262,59,25,47,23,60,29,6,0,1396,95,1301,0,6,92,33,67,95,44,47,27,37,31,89,6,0,1280,21,5,1,1402,1301,6,95,0,317,250,2746844886.16013,358788.307034344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,21,21,41,081,MANATEE,2000-05-16T00:00:00.000Z,20940887080.7074,1218253.44408563,41,Manatee,FL,21,41,81,141,9,4,14,9,12,21,29,25,17,1,0,1,0,0,0,1,8,5,1,0,1 to 98,55,14 to 81,64,16,0,72,69,0,137,4,0,29,107,5,1,8,7,6,3,7,1,132,16,116,0,9,16,32,15,16,9,7,2,11,3,16,0,0,112,4,9,0,141,116,9,16,1,61,7,1945653927.12581,371198.171414394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,22,22,10,019,CLAY,2000-05-16T00:00:00.000Z,17948500957.6093,603117.810216635,10,Clay,FL,22,10,19,112,2,3,8,15,20,27,20,13,4,0,0,0,1,1,0,3,3,1,1,0,0 to 94,52,25 to 82,57,10,0,64,47,1,111,1,0,32,66,14,5,0,5,5,0,5,2,96,10,86,0,16,30,9,18,10,6,4,4,6,0,10,0,0,85,1,16,0,112,86,16,10,2,13,4,1667659896.51059,183856.484298748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,23,23,25,049,HARDEE,2000-05-16T00:00:00.000Z,17792803499.7252,543261.536630456,25,Hardee,FL,23,25,49,6,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,36 to 71,61,NA,NA,0,0,3,3,0,5,1,0,1,4,1,0,0,0,0,0,0,0,6,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,6,6,0,0,0,0,0,1653184151.65315,165534.73009074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,24,24,42,083,MARION,2000-05-16T00:00:00.000Z,46334209241.8729,1151393.60736949,42,Marion,FL,24,42,83,189,8,7,17,18,14,31,34,39,21,0,0,0,0,0,2,1,1,0,0,0,2 to 96,55,40 to 68,54,4,0,104,71,14,188,1,0,18,153,18,3,0,1,4,0,0,0,101,4,97,0,88,33,70,5,4,1,3,3,0,1,4,0,0,97,0,87,1,189,97,88,4,0,8,4,4305055841.62241,350920.190673371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,25,25,64,127,VOLUSIA,2000-05-16T00:00:00.000Z,33645647575.2893,1837935.99794766,65,Volusia,FL,25,64,127,180,10,4,15,31,17,30,36,30,7,0,0,1,1,3,1,1,6,5,1,0,0 to 90,51,17 to 89,57,19,0,111,65,4,178,2,0,25,120,35,13,1,5,14,0,5,0,168,19,149,0,12,16,26,23,19,7,12,9,8,2,19,0,0,147,2,12,0,180,149,12,19,0,75,39,3125661534.15881,560414.737839251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,26,26,15,029,DIXIE,2000-05-16T00:00:00.000Z,19634949247.4401,771892.949471238,15,Dixie,FL,26,15,29,8,0,2,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,14 to 73,48,NA,NA,0,0,4,4,0,8,0,0,1,7,0,0,0,0,0,0,0,0,8,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,0,0,0,0,0,1823798262.39212,235232.973119088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,27,27,35,069,LAKE,2000-05-16T00:00:00.000Z,32245515394.3939,1085414.36113151,35,Lake,FL,27,35,69,187,2,3,16,22,26,27,31,38,21,1,0,0,2,1,2,1,2,5,1,0,1 to 90,56,21 to 80,58,14,0,113,72,2,187,0,0,20,151,16,2,4,8,8,2,4,0,181,14,167,0,6,27,4,10,14,8,6,7,5,2,14,0,0,167,0,6,0,187,167,6,14,0,40,20,2995995460.71371,331014.242454318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,28,28,38,075,LEVY,2000-05-16T00:00:00.000Z,31222846964.6387,1113561.30402576,38,Levy,FL,28,38,75,23,2,0,2,2,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0 to 79,50,NA,NA,0,0,16,7,0,23,0,0,2,21,0,0,0,0,0,0,0,0,23,0,23,0,0,1,1,1,0,0,0,0,0,0,0,0,0,23,0,0,0,23,23,0,0,0,1,0,2900663690.96646,339394.964008615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,29,29,60,119,SUMTER,2000-05-16T00:00:00.000Z,16171035313.1481,751914.035739446,60,Sumter,FL,29,60,119,104,1,1,5,2,6,9,27,41,12,0,0,0,0,0,0,0,5,5,0,0,1 to 96,65,66 to 78,71,10,0,60,37,7,104,0,0,18,71,15,4,0,6,5,0,5,0,86,10,76,0,18,40,7,10,10,8,2,6,3,1,10,0,0,76,0,18,0,104,76,18,10,0,5,2,1502516062.89801,229328.389599522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,30,30,59,117,SEMINOLE,2000-05-16T00:00:00.000Z,9616121249.97192,520365.445917892,57,Seminole,FL,30,59,117,316,8,13,47,37,55,53,57,23,23,0,0,0,5,1,5,4,8,2,0,0,0 to 95,49,21 to 76,50,24,0,195,120,1,313,3,0,35,251,30,4,6,15,12,3,10,0,287,25,262,0,29,50,18,15,25,10,15,15,6,4,24,1,0,260,2,29,0,316,262,29,25,0,62,44,893350621.597626,158549.770327082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,31,31,48,095,ORANGE,2000-05-16T00:00:00.000Z,28006104673.618,903213.715428867,48,Orange,FL,31,48,95,808,23,28,119,126,126,117,128,79,62,0,0,0,4,13,13,9,7,4,2,0,0 to 121,49,20 to 82,48,47,0,447,357,4,770,37,1,44,732,32,9,25,18,19,18,15,2,786,52,734,0,22,44,19,17,52,29,23,9,19,24,46,5,1,703,31,21,1,808,734,22,52,2,153,6,2601855780.29929,275135.911496092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,32,32,9,017,CITRUS,2000-05-16T00:00:00.000Z,16847060705.6176,796979.404269785,9,Citrus,FL,32,9,17,94,2,6,5,5,6,17,25,11,17,0,0,1,0,1,0,1,4,1,1,0,1 to 97,59,17 to 80,57,9,0,54,37,3,93,1,0,52,32,10,1,6,2,6,1,2,0,82,9,73,0,12,17,19,12,9,3,6,4,5,0,9,0,0,72,1,12,0,94,73,12,9,0,74,62,1565249379.23035,242867.273750112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,33,33,27,053,HERNANDO,2000-05-16T00:00:00.000Z,13561044546.5447,658252.887531729,27,Hernando,FL,33,27,53,89,4,6,16,11,11,12,9,14,6,0,0,1,3,0,0,0,1,2,0,0,0 to 93,47,19 to 73,44,7,0,48,39,2,86,3,0,19,58,12,7,0,0,7,0,0,0,83,7,76,0,6,21,17,7,7,3,3,4,3,0,7,0,0,73,3,6,0,89,76,6,7,0,6,3,1259956856.20596,200494.167365377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,34,34,52,103,PINELLAS,2000-05-16T00:00:00.000Z,8169203571.8812,1167816.84045851,52,Pinellas,FL,34,52,103,704,27,17,97,75,81,111,143,101,50,2,0,0,8,3,2,12,14,5,1,0,0 to 101,51,21 to 83,54,41,0,366,334,4,689,15,0,120,470,114,23,2,20,31,0,14,1,656,45,610,1,48,166,14,43,45,28,17,33,12,0,41,4,0,601,10,47,1,704,611,48,45,1,94,32,758940582.722305,356104.408630079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,35,35,61,121,SUWANNEE,2000-05-16T00:00:00.000Z,19295996990.3474,731987.008657942,61,Suwannee,FL,35,61,121,25,0,0,3,5,3,2,6,3,3,0,0,0,0,0,0,0,0,0,0,0,22 to 86,55,NA,NA,0,0,19,6,0,25,0,0,15,9,1,0,0,0,0,0,0,0,14,0,14,0,11,14,1,0,0,0,0,0,0,0,0,0,0,14,0,11,0,25,14,11,0,0,1,0,1792465815.52835,223150.095858967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,36,36,16,031,DUVAL,2000-05-16T00:00:00.000Z,22997044775.8865,1114099.40129032,16,Duval,FL,36,16,31,674,26,17,92,79,88,119,91,68,94,0,0,1,4,3,4,11,5,4,18,0,0 to 94,52,19 to 91,64,46,0,353,312,9,665,9,0,118,529,27,9,28,13,12,26,12,3,617,50,567,0,57,125,33,51,50,24,22,5,15,30,46,4,0,563,4,56,1,674,567,57,50,3,54,26,2136692125.83844,339628.979868484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,37,37,34,067,LAFAYETTE,2000-05-16T00:00:00.000Z,15264572234.9149,634013.230316393,34,Lafayette,FL,37,34,67,7,0,0,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,31 to 86,56,NA,NA,0,0,3,4,0,7,0,0,2,5,0,0,0,0,0,0,0,0,7,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7,0,0,0,0,0,1417838543.00769,193229.836834708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,38,38,23,045,GULF,2000-05-16T00:00:00.000Z,15857514470.4584,850272.421627332,23,Gulf,FL,38,23,45,18,1,0,0,1,5,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,8 to 77,58,NA,NA,0,0,8,7,3,17,1,0,7,6,5,0,0,0,0,0,0,0,12,0,12,0,6,7,6,1,0,0,0,0,0,0,0,0,0,11,1,6,0,18,12,6,0,0,1,1,1469866107.27026,258929.917930346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,39,39,63,125,UNION,2000-05-16T00:00:00.000Z,6963394478.96307,420643.595360959,63,Union,FL,39,63,125,20,0,2,1,6,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12 to 74,41,NA,NA,0,0,13,7,0,20,0,0,4,13,3,0,0,0,0,0,0,0,19,0,19,0,1,6,2,0,0,0,0,0,0,0,0,0,0,19,0,1,0,20,19,1,0,0,0,0,646977045.561768,128178.538552252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,40,40,4,007,BRADFORD,2000-05-16T00:00:00.000Z,8359862626.37378,548326.687246681,4,Bradford,FL,40,4,7,30,0,1,2,5,2,3,5,6,6,0,0,0,0,0,0,0,1,0,0,0,19 to 89,59,69 to 69,69,1,0,21,9,0,30,0,0,13,17,0,0,1,0,0,0,1,0,20,1,19,0,10,7,4,2,1,1,0,0,1,0,1,0,0,19,0,10,0,30,19,10,1,0,11,11,776744615.959412,167178.838252791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,41,41,65,129,WAKULLA,2000-05-16T00:00:00.000Z,17022505120.6189,916733.867149366,66,Wakulla,FL,41,65,129,22,1,2,0,4,3,7,0,2,3,0,0,0,0,0,0,0,0,0,0,0,7 to 93,50,NA,NA,0,0,16,6,0,22,0,0,5,17,0,0,0,0,0,0,0,0,21,0,21,0,1,5,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,22,21,1,0,0,1,1,1579533632.64177,279225.038340218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25T101619,42,42,5,009,BREVARD,2000-05-16T00:00:00.000Z,28936951380.6763,2600567.11621827,5,Brevard,FL,42,5,9,154,6,3,11,20,15,38,25,20,16,0,0,0,0,3,1,1,2,2,0,0,1 to 97,53,32 to 76,53,9,0,84,67,3,154,0,0,23,123,8,4,1,4,7,1,1,0,149,9,140,0,5,24,3,6,9,5,4,5,3,1,9,0,0,140,0,5,0,154,140,5,9,0,32,5,2687643838.87906,793218.333609179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
