timestamp,county,covid_hospitalizations,covid_hospitalizations_update_9_29_remove_minus
2020-07-25T120106,NASSAU,4,NA
2020-07-25T120106,OKALOOSA,53,NA
2020-07-25T120106,OKEECHOBEE,12,NA
2020-07-25T120106,ORANGE,556,NA
2020-07-25T120106,OSCEOLA,208,NA
2020-07-25T120106,PALM BEACH,595,NA
2020-07-25T120106,PASCO,113,NA
2020-07-25T120106,PINELLAS,401,NA
2020-07-25T120106,POLK,273,NA
2020-07-25T120106,PUTNAM,22,NA
2020-07-25T120106,SANTA ROSA,26,NA
2020-07-25T120106,SARASOTA,150,NA
2020-07-25T120106,SEMINOLE,146,NA
2020-07-25T120106,ST. JOHNS,31,NA
2020-07-25T120106,ST. LUCIE,168,NA
2020-07-25T120106,SUMTER,29,NA
2020-07-25T120106,SUWANNEE,0,NA
2020-07-25T120106,TAYLOR,0,NA
2020-07-25T120106,UNION,0,NA
2020-07-25T120106,VOLUSIA,141,NA
2020-07-25T120106,WALTON,10,NA
2020-07-25T120106,WASHINGTON,2,NA
2020-07-25T120106,All,"8,971",NA
2020-07-25T190017,ALACHUA,128,NA
2020-07-25T190017,BAKER,33,NA
2020-07-25T190017,BAY,97,NA
2020-07-25T190017,BRADFORD,0,NA
2020-07-25T190017,BREVARD,142,NA
2020-07-25T190017,BROWARD,"1,295",NA
2020-07-25T190017,CALHOUN,2,NA
2020-07-25T190017,CHARLOTTE,63,NA
2020-07-25T190017,CITRUS,32,NA
2020-07-25T190017,CLAY,81,NA
2020-07-25T190017,COLLIER,155,NA
2020-07-25T190017,COLUMBIA,27,NA
2020-07-25T190017,DESOTO,4,NA
2020-07-25T190017,DUVAL,478,NA
2020-07-25T190017,ESCAMBIA,206,NA
2020-07-25T190017,FLAGLER,19,NA
2020-07-25T190017,FRANKLIN,0,NA
2020-07-25T190017,GADSDEN,34,NA
2020-07-25T190017,GULF,3,NA
2020-07-25T190017,HARDEE,0,NA
2020-07-25T190017,HENDRY,7,NA
2020-07-25T190017,HERNANDO,81,NA
2020-07-25T190017,HIGHLANDS,54,NA
2020-07-25T190017,HILLSBOROUGH,505,NA
2020-07-25T190017,HOLMES,1,NA
2020-07-25T190017,INDIAN RIVER,23,NA
2020-07-25T190017,JACKSON,20,NA
2020-07-25T190017,LAKE,98,NA
2020-07-25T190017,LEE,215,NA
2020-07-25T190017,LEON,70,NA
2020-07-25T190017,MADISON,1,NA
2020-07-25T190017,MANATEE,102,NA
2020-07-25T190017,MARION,101,NA
2020-07-25T190017,MARTIN,34,NA
2020-07-25T190017,MIAMI-DADE,"1,952",NA
2020-07-25T190017,MONROE,17,NA
2020-07-25T190017,NASSAU,4,NA
2020-07-25T190017,OKALOOSA,53,NA
2020-07-25T190017,OKEECHOBEE,12,NA
2020-07-25T190017,ORANGE,556,NA
2020-07-25T190017,OSCEOLA,208,NA
2020-07-25T190017,PALM BEACH,587,NA
2020-07-25T190017,PASCO,113,NA
2020-07-25T190017,PINELLAS,423,NA
2020-07-25T190017,POLK,274,NA
2020-07-25T190017,PUTNAM,22,NA
2020-07-25T190017,SANTA ROSA,26,NA
2020-07-25T190017,SARASOTA,150,NA
2020-07-25T190017,SEMINOLE,146,NA
2020-07-25T190017,ST. JOHNS,31,NA
2020-07-25T190017,ST. LUCIE,168,NA
2020-07-25T190017,SUMTER,29,NA
2020-07-25T190017,SUWANNEE,0,NA
2020-07-25T190017,TAYLOR,0,NA
2020-07-25T190017,UNION,0,NA
2020-07-25T190017,VOLUSIA,141,NA
2020-07-25T190017,WALTON,10,NA
2020-07-25T190017,WASHINGTON,2,NA
2020-07-25T190017,All,"9,035",NA
2020-07-26T070208,ALACHUA,128,NA
2020-07-26T070208,BAKER,33,NA
2020-07-26T070208,BAY,97,NA
2020-07-26T070208,BRADFORD,0,NA
2020-07-26T070208,BREVARD,142,NA
2020-07-26T070208,BROWARD,"1,295",NA
2020-07-26T070208,CALHOUN,2,NA
2020-07-26T070208,CHARLOTTE,63,NA
2020-07-26T070208,CITRUS,32,NA
2020-07-26T070208,CLAY,81,NA
2020-07-26T070208,COLLIER,155,NA
2020-07-26T070208,COLUMBIA,27,NA
2020-07-26T070208,DESOTO,4,NA
2020-07-26T070208,DUVAL,478,NA
2020-07-26T070208,ESCAMBIA,206,NA
2020-07-26T070208,FLAGLER,19,NA
2020-07-26T070208,FRANKLIN,0,NA
2020-07-26T070208,GADSDEN,34,NA
2020-07-26T070208,GULF,3,NA
2020-07-26T070208,HARDEE,0,NA
2020-07-26T070208,HENDRY,7,NA
2020-07-26T070208,HERNANDO,81,NA
2020-07-26T070208,HIGHLANDS,54,NA
2020-07-26T070208,HILLSBOROUGH,505,NA
2020-07-26T070208,HOLMES,1,NA
2020-07-26T070208,INDIAN RIVER,23,NA
2020-07-26T070208,JACKSON,20,NA
2020-07-26T070208,LAKE,98,NA
2020-07-26T070208,LEE,215,NA
2020-07-26T070208,LEON,70,NA
2020-07-26T070208,MADISON,1,NA
2020-07-26T070208,MANATEE,102,NA
2020-07-26T070208,MARION,101,NA
2020-07-26T070208,MARTIN,34,NA
2020-07-26T070208,MIAMI-DADE,"1,868",NA
2020-07-26T070208,MONROE,17,NA
2020-07-26T070208,NASSAU,4,NA
2020-07-26T070208,OKALOOSA,53,NA
2020-07-26T070208,OKEECHOBEE,12,NA
2020-07-26T070208,ORANGE,556,NA
2020-07-26T070208,OSCEOLA,208,NA
2020-07-26T070208,PALM BEACH,587,NA
2020-07-26T070208,PASCO,113,NA
2020-07-26T070208,PINELLAS,423,NA
2020-07-26T070208,POLK,274,NA
2020-07-26T070208,PUTNAM,22,NA
2020-07-26T070208,SANTA ROSA,26,NA
2020-07-26T070208,SARASOTA,150,NA
2020-07-26T070208,SEMINOLE,146,NA
2020-07-26T070208,ST. JOHNS,31,NA
2020-07-26T070208,ST. LUCIE,168,NA
2020-07-26T070208,SUMTER,29,NA
2020-07-26T070208,SUWANNEE,0,NA
2020-07-26T070208,TAYLOR,0,NA
2020-07-26T070208,UNION,0,NA
2020-07-26T070208,VOLUSIA,141,NA
2020-07-26T070208,WALTON,10,NA
2020-07-26T070208,WASHINGTON,2,NA
2020-07-26T070208,All,"8,951",NA
2020-07-26T120212,ALACHUA,142,NA
2020-07-26T120212,BAKER,33,NA
2020-07-26T120212,BAY,85,NA
2020-07-26T120212,BRADFORD,0,NA
2020-07-26T120212,BREVARD,140,NA
2020-07-26T120212,BROWARD,"1,260",NA
2020-07-26T120212,CALHOUN,1,NA
2020-07-26T120212,CHARLOTTE,66,NA
2020-07-26T120212,CITRUS,32,NA
2020-07-26T120212,CLAY,85,NA
2020-07-26T120212,COLLIER,151,NA
2020-07-26T120212,COLUMBIA,25,NA
2020-07-26T120212,DESOTO,2,NA
2020-07-26T120212,DUVAL,487,NA
2020-07-26T120212,ESCAMBIA,207,NA
2020-07-26T120212,FLAGLER,21,NA
2020-07-26T120212,FRANKLIN,0,NA
2020-07-26T120212,GADSDEN,34,NA
2020-07-26T120212,GULF,2,NA
2020-07-26T120212,HARDEE,0,NA
2020-07-26T120212,HENDRY,9,NA
2020-07-26T120212,HERNANDO,49,NA
2020-07-26T120212,HIGHLANDS,54,NA
2020-07-26T120212,HILLSBOROUGH,503,NA
2020-07-26T120212,HOLMES,1,NA
2020-07-26T120212,INDIAN RIVER,24,NA
2020-07-26T120212,JACKSON,19,NA
2020-07-26T120212,LAKE,104,NA
2020-07-26T120212,LEE,211,NA
2020-07-26T120212,LEON,68,NA
2020-07-26T120212,MADISON,1,NA
2020-07-26T120212,MANATEE,127,NA
2020-07-26T120212,MARION,107,NA
2020-07-26T120212,MARTIN,32,NA
2020-07-26T120212,MIAMI-DADE,"1,871",NA
2020-07-26T120212,MONROE,17,NA
2020-07-26T120212,NASSAU,5,NA
2020-07-26T120212,OKALOOSA,52,NA
2020-07-26T120212,OKEECHOBEE,13,NA
2020-07-26T120212,ORANGE,537,NA
2020-07-26T120212,OSCEOLA,210,NA
2020-07-26T120212,PALM BEACH,607,NA
2020-07-26T120212,PASCO,112,NA
2020-07-26T120212,PINELLAS,416,NA
2020-07-26T120212,POLK,277,NA
2020-07-26T120212,PUTNAM,24,NA
2020-07-26T120212,SANTA ROSA,28,NA
2020-07-26T120212,SARASOTA,147,NA
2020-07-26T120212,SEMINOLE,141,NA
2020-07-26T120212,ST. JOHNS,35,NA
2020-07-26T120212,ST. LUCIE,163,NA
2020-07-26T120212,SUMTER,33,NA
2020-07-26T120212,SUWANNEE,0,NA
2020-07-26T120212,TAYLOR,0,NA
2020-07-26T120212,UNION,0,NA
2020-07-26T120212,VOLUSIA,138,NA
2020-07-26T120212,WALTON,10,NA
2020-07-26T120212,WASHINGTON,3,NA
2020-07-26T120212,All,"8,921",NA
2020-07-26T190040,ALACHUA,142,NA
2020-07-26T190040,BAKER,33,NA
2020-07-26T190040,BAY,85,NA
2020-07-26T190040,BRADFORD,0,NA
2020-07-26T190040,BREVARD,135,NA
2020-07-26T190040,BROWARD,"1,260",NA
2020-07-26T190040,CALHOUN,1,NA
2020-07-26T190040,CHARLOTTE,66,NA
2020-07-26T190040,CITRUS,32,NA
2020-07-26T190040,CLAY,85,NA
2020-07-26T190040,COLLIER,152,NA
2020-07-26T190040,COLUMBIA,25,NA
2020-07-26T190040,DESOTO,2,NA
2020-07-26T190040,DUVAL,487,NA
2020-07-26T190040,ESCAMBIA,207,NA
2020-07-26T190040,FLAGLER,21,NA
2020-07-26T190040,FRANKLIN,0,NA
2020-07-26T190040,GADSDEN,34,NA
2020-07-26T190040,GULF,2,NA
2020-07-26T190040,HARDEE,0,NA
2020-07-26T190040,HENDRY,9,NA
2020-07-26T190040,HERNANDO,49,NA
2020-07-26T190040,HIGHLANDS,54,NA
2020-07-26T190040,HILLSBOROUGH,503,NA
2020-07-26T190040,HOLMES,1,NA
2020-07-26T190040,INDIAN RIVER,24,NA
2020-07-26T190040,JACKSON,19,NA
2020-07-26T190040,LAKE,104,NA
2020-07-26T190040,LEE,211,NA
2020-07-26T190040,LEON,68,NA
2020-07-26T190040,MADISON,1,NA
2020-07-26T190040,MANATEE,127,NA
2020-07-26T190040,MARION,107,NA
2020-07-26T190040,MARTIN,32,NA
2020-07-26T190040,MIAMI-DADE,"1,908",NA
2020-07-26T190040,MONROE,15,NA
2020-07-26T190040,NASSAU,5,NA
2020-07-26T190040,OKALOOSA,52,NA
2020-07-26T190040,OKEECHOBEE,13,NA
2020-07-26T190040,ORANGE,540,NA
2020-07-26T190040,OSCEOLA,212,NA
2020-07-26T190040,PALM BEACH,606,NA
2020-07-26T190040,PASCO,112,NA
2020-07-26T190040,PINELLAS,416,NA
2020-07-26T190040,POLK,277,NA
2020-07-26T190040,PUTNAM,24,NA
2020-07-26T190040,SANTA ROSA,28,NA
2020-07-26T190040,SARASOTA,147,NA
2020-07-26T190040,SEMINOLE,141,NA
2020-07-26T190040,ST. JOHNS,35,NA
2020-07-26T190040,ST. LUCIE,163,NA
2020-07-26T190040,SUMTER,33,NA
2020-07-26T190040,SUWANNEE,0,NA
2020-07-26T190040,TAYLOR,0,NA
2020-07-26T190040,UNION,0,NA
2020-07-26T190040,VOLUSIA,133,NA
2020-07-26T190040,WALTON,10,NA
2020-07-26T190040,WASHINGTON,3,NA
2020-07-26T190040,All,"8,951",NA
2020-07-27T070050,ALACHUA,142,NA
2020-07-27T070050,BAKER,33,NA
2020-07-27T070050,BAY,85,NA
2020-07-27T070050,BRADFORD,0,NA
2020-07-27T070050,BREVARD,135,NA
2020-07-27T070050,BROWARD,"1,260",NA
2020-07-27T070050,CALHOUN,1,NA
2020-07-27T070050,CHARLOTTE,66,NA
2020-07-27T070050,CITRUS,32,NA
2020-07-27T070050,CLAY,85,NA
2020-07-27T070050,COLLIER,152,NA
2020-07-27T070050,COLUMBIA,25,NA
2020-07-27T070050,DESOTO,2,NA
2020-07-27T070050,DUVAL,487,NA
2020-07-27T070050,ESCAMBIA,207,NA
2020-07-27T070050,FLAGLER,21,NA
2020-07-27T070050,FRANKLIN,0,NA
2020-07-27T070050,GADSDEN,34,NA
2020-07-27T070050,GULF,2,NA
2020-07-27T070050,HARDEE,0,NA
2020-07-27T070050,HENDRY,9,NA
2020-07-27T070050,HERNANDO,49,NA
2020-07-27T070050,HIGHLANDS,54,NA
2020-07-27T070050,HILLSBOROUGH,503,NA
2020-07-27T070050,HOLMES,1,NA
2020-07-27T070050,INDIAN RIVER,24,NA
2020-07-27T070050,JACKSON,19,NA
2020-07-27T070050,LAKE,104,NA
2020-07-27T070050,LEE,211,NA
2020-07-27T070050,LEON,68,NA
2020-07-27T070050,MADISON,1,NA
2020-07-27T070050,MANATEE,127,NA
2020-07-27T070050,MARION,107,NA
2020-07-27T070050,MARTIN,32,NA
2020-07-27T070050,MIAMI-DADE,"1,908",NA
2020-07-27T070050,MONROE,15,NA
2020-07-27T070050,NASSAU,5,NA
2020-07-27T070050,OKALOOSA,52,NA
2020-07-27T070050,OKEECHOBEE,13,NA
2020-07-27T070050,ORANGE,540,NA
2020-07-27T070050,OSCEOLA,212,NA
2020-07-27T070050,PALM BEACH,606,NA
2020-07-27T070050,PASCO,112,NA
2020-07-27T070050,PINELLAS,416,NA
2020-07-27T070050,POLK,277,NA
2020-07-27T070050,PUTNAM,24,NA
2020-07-27T070050,SANTA ROSA,28,NA
2020-07-27T070050,SARASOTA,147,NA
2020-07-27T070050,SEMINOLE,141,NA
2020-07-27T070050,ST. JOHNS,35,NA
2020-07-27T070050,ST. LUCIE,163,NA
2020-07-27T070050,SUMTER,33,NA
2020-07-27T070050,SUWANNEE,0,NA
2020-07-27T070050,TAYLOR,0,NA
2020-07-27T070050,UNION,0,NA
2020-07-27T070050,VOLUSIA,133,NA
2020-07-27T070050,WALTON,10,NA
2020-07-27T070050,WASHINGTON,3,NA
2020-07-27T070050,All,"8,951",NA
2020-07-27T120127,ALACHUA,138,NA
2020-07-27T120127,BAKER,33,NA
2020-07-27T120127,BAY,82,NA
2020-07-27T120127,BRADFORD,0,NA
2020-07-27T120127,BREVARD,126,NA
2020-07-27T120127,BROWARD,"1,271",NA
2020-07-27T120127,CALHOUN,0,NA
2020-07-27T120127,CHARLOTTE,59,NA
2020-07-27T120127,CITRUS,33,NA
2020-07-27T120127,CLAY,86,NA
2020-07-27T120127,COLLIER,153,NA
2020-07-27T120127,COLUMBIA,31,NA
2020-07-27T120127,DESOTO,2,NA
2020-07-27T120127,DUVAL,490,NA
2020-07-27T120127,ESCAMBIA,205,NA
2020-07-27T120127,FLAGLER,20,NA
2020-07-27T120127,FRANKLIN,0,NA
2020-07-27T120127,GADSDEN,34,NA
2020-07-27T120127,GULF,3,NA
2020-07-27T120127,HARDEE,0,NA
2020-07-27T120127,HENDRY,8,NA
2020-07-27T120127,HERNANDO,70,NA
2020-07-27T120127,HIGHLANDS,49,NA
2020-07-27T120127,HILLSBOROUGH,518,NA
2020-07-27T120127,HOLMES,1,NA
2020-07-27T120127,INDIAN RIVER,25,NA
2020-07-27T120127,JACKSON,20,NA
2020-07-27T120127,LAKE,102,NA
2020-07-27T120127,LEE,213,NA
2020-07-27T120127,LEON,76,NA
2020-07-27T120127,MADISON,0,NA
2020-07-27T120127,MANATEE,127,NA
2020-07-27T120127,MARION,107,NA
2020-07-27T120127,MARTIN,32,NA
2020-07-27T120127,MIAMI-DADE,"1,975",NA
2020-07-27T120127,MONROE,16,NA
2020-07-27T120127,NASSAU,4,NA
2020-07-27T120127,OKALOOSA,48,NA
2020-07-27T120127,OKEECHOBEE,14,NA
2020-07-27T120127,ORANGE,528,NA
2020-07-27T120127,OSCEOLA,204,NA
2020-07-27T120127,PALM BEACH,616,NA
2020-07-27T120127,PASCO,117,NA
2020-07-27T120127,PINELLAS,427,NA
2020-07-27T120127,POLK,291,NA
2020-07-27T120127,PUTNAM,22,NA
2020-07-27T120127,SANTA ROSA,26,NA
2020-07-27T120127,SARASOTA,148,NA
2020-07-27T120127,SEMINOLE,145,NA
2020-07-27T120127,ST. JOHNS,35,NA
2020-07-27T120127,ST. LUCIE,180,NA
2020-07-27T120127,SUMTER,32,NA
2020-07-27T120127,SUWANNEE,0,NA
2020-07-27T120127,TAYLOR,0,NA
2020-07-27T120127,UNION,0,NA
2020-07-27T120127,VOLUSIA,141,NA
2020-07-27T120127,WALTON,12,NA
2020-07-27T120127,WASHINGTON,3,NA
2020-07-27T120127,All,"9,098",NA
2020-07-27T190100,ALACHUA,138,NA
2020-07-27T190100,BAKER,35,NA
2020-07-27T190100,BAY,82,NA
2020-07-27T190100,BRADFORD,0,NA
2020-07-27T190100,BREVARD,127,NA
2020-07-27T190100,BROWARD,"1,276",NA
2020-07-27T190100,CALHOUN,0,NA
2020-07-27T190100,CHARLOTTE,59,NA
2020-07-27T190100,CITRUS,29,NA
2020-07-27T190100,CLAY,86,NA
2020-07-27T190100,COLLIER,156,NA
2020-07-27T190100,COLUMBIA,31,NA
2020-07-27T190100,DESOTO,2,NA
2020-07-27T190100,DUVAL,490,NA
2020-07-27T190100,ESCAMBIA,205,NA
2020-07-27T190100,FLAGLER,20,NA
2020-07-27T190100,FRANKLIN,0,NA
2020-07-27T190100,GADSDEN,34,NA
2020-07-27T190100,GULF,3,NA
2020-07-27T190100,HARDEE,0,NA
2020-07-27T190100,HENDRY,8,NA
2020-07-27T190100,HERNANDO,70,NA
2020-07-27T190100,HIGHLANDS,49,NA
2020-07-27T190100,HILLSBOROUGH,518,NA
2020-07-27T190100,HOLMES,1,NA
2020-07-27T190100,INDIAN RIVER,25,NA
2020-07-27T190100,JACKSON,20,NA
2020-07-27T190100,LAKE,108,NA
2020-07-27T190100,LEE,213,NA
2020-07-27T190100,LEON,76,NA
2020-07-27T190100,MADISON,0,NA
2020-07-27T190100,MANATEE,127,NA
2020-07-27T190100,MARION,120,NA
2020-07-27T190100,MARTIN,32,NA
2020-07-27T190100,MIAMI-DADE,"1,965",NA
2020-07-27T190100,MONROE,16,NA
2020-07-27T190100,NASSAU,4,NA
2020-07-27T190100,OKALOOSA,48,NA
2020-07-27T190100,OKEECHOBEE,14,NA
2020-07-27T190100,ORANGE,516,NA
2020-07-27T190100,OSCEOLA,202,NA
2020-07-27T190100,PALM BEACH,619,NA
2020-07-27T190100,PASCO,117,NA
2020-07-27T190100,PINELLAS,428,NA
2020-07-27T190100,POLK,290,NA
2020-07-27T190100,PUTNAM,22,NA
2020-07-27T190100,SANTA ROSA,26,NA
2020-07-27T190100,SARASOTA,148,NA
2020-07-27T190100,SEMINOLE,146,NA
2020-07-27T190100,ST. JOHNS,29,NA
2020-07-27T190100,ST. LUCIE,180,NA
2020-07-27T190100,SUMTER,32,NA
2020-07-27T190100,SUWANNEE,0,NA
2020-07-27T190100,TAYLOR,0,NA
2020-07-27T190100,UNION,0,NA
2020-07-27T190100,VOLUSIA,141,NA
2020-07-27T190100,WALTON,12,NA
2020-07-27T190100,WASHINGTON,3,NA
2020-07-27T190100,All,"9,098",NA
2020-07-28T070141,ALACHUA,138,NA
2020-07-28T070141,BAKER,35,NA
2020-07-28T070141,BAY,82,NA
2020-07-28T070141,BRADFORD,0,NA
2020-07-28T070141,BREVARD,127,NA
2020-07-28T070141,BROWARD,"1,276",NA
2020-07-28T070141,CALHOUN,0,NA
2020-07-28T070141,CHARLOTTE,59,NA
2020-07-28T070141,CITRUS,29,NA
2020-07-28T070141,CLAY,86,NA
2020-07-28T070141,COLLIER,156,NA
2020-07-28T070141,COLUMBIA,31,NA
2020-07-28T070141,DESOTO,2,NA
2020-07-28T070141,DUVAL,490,NA
2020-07-28T070141,ESCAMBIA,205,NA
2020-07-28T070141,FLAGLER,20,NA
2020-07-28T070141,FRANKLIN,0,NA
2020-07-28T070141,GADSDEN,34,NA
2020-07-28T070141,GULF,3,NA
2020-07-28T070141,HARDEE,0,NA
2020-07-28T070141,HENDRY,8,NA
2020-07-28T070141,HERNANDO,70,NA
2020-07-28T070141,HIGHLANDS,49,NA
2020-07-28T070141,HILLSBOROUGH,518,NA
2020-07-28T070141,HOLMES,1,NA
2020-07-28T070141,INDIAN RIVER,25,NA
2020-07-28T070141,JACKSON,20,NA
2020-07-28T070141,LAKE,108,NA
2020-07-28T070141,LEE,213,NA
2020-07-28T070141,LEON,76,NA
2020-07-28T070141,MADISON,0,NA
2020-07-28T070141,MANATEE,127,NA
2020-07-28T070141,MARION,120,NA
2020-07-28T070141,MARTIN,32,NA
2020-07-28T070141,MIAMI-DADE,"1,965",NA
2020-07-28T070141,MONROE,16,NA
2020-07-28T070141,NASSAU,4,NA
2020-07-28T070141,OKALOOSA,48,NA
2020-07-28T070141,OKEECHOBEE,14,NA
2020-07-28T070141,ORANGE,516,NA
2020-07-28T070141,OSCEOLA,202,NA
2020-07-28T070141,PALM BEACH,619,NA
2020-07-28T070141,PASCO,117,NA
2020-07-28T070141,PINELLAS,428,NA
2020-07-28T070141,POLK,290,NA
2020-07-28T070141,PUTNAM,22,NA
2020-07-28T070141,SANTA ROSA,26,NA
2020-07-28T070141,SARASOTA,148,NA
2020-07-28T070141,SEMINOLE,146,NA
2020-07-28T070141,ST. JOHNS,29,NA
2020-07-28T070141,ST. LUCIE,180,NA
2020-07-28T070141,SUMTER,32,NA
2020-07-28T070141,SUWANNEE,0,NA
2020-07-28T070141,TAYLOR,0,NA
2020-07-28T070141,UNION,0,NA
2020-07-28T070141,VOLUSIA,141,NA
2020-07-28T070141,WALTON,12,NA
2020-07-28T070141,WASHINGTON,3,NA
2020-07-28T070141,All,"9,098",NA
2020-07-28T120101,ALACHUA,138,NA
2020-07-28T120101,BAKER,35,NA
2020-07-28T120101,BAY,82,NA
2020-07-28T120101,BRADFORD,0,NA
2020-07-28T120101,BREVARD,127,NA
2020-07-28T120101,BROWARD,"1,276",NA
2020-07-28T120101,CALHOUN,0,NA
2020-07-28T120101,CHARLOTTE,59,NA
2020-07-28T120101,CITRUS,29,NA
2020-07-28T120101,CLAY,86,NA
2020-07-28T120101,COLLIER,156,NA
2020-07-28T120101,COLUMBIA,31,NA
2020-07-28T120101,DESOTO,2,NA
2020-07-28T120101,DUVAL,490,NA
2020-07-28T120101,ESCAMBIA,205,NA
2020-07-28T120101,FLAGLER,20,NA
2020-07-28T120101,FRANKLIN,0,NA
2020-07-28T120101,GADSDEN,34,NA
2020-07-28T120101,GULF,3,NA
2020-07-28T120101,HARDEE,0,NA
2020-07-28T120101,HENDRY,8,NA
2020-07-28T120101,HERNANDO,70,NA
2020-07-28T120101,HIGHLANDS,49,NA
2020-07-28T120101,HILLSBOROUGH,518,NA
2020-07-28T120101,HOLMES,1,NA
2020-07-28T120101,INDIAN RIVER,25,NA
2020-07-28T120101,JACKSON,20,NA
2020-07-28T120101,LAKE,108,NA
2020-07-28T120101,LEE,213,NA
2020-07-28T120101,LEON,76,NA
2020-07-28T120101,MADISON,0,NA
2020-07-28T120101,MANATEE,127,NA
2020-07-28T120101,MARION,120,NA
2020-07-28T120101,MARTIN,32,NA
2020-07-28T120101,MIAMI-DADE,"1,965",NA
2020-07-28T120101,MONROE,16,NA
2020-07-28T120101,NASSAU,4,NA
2020-07-28T120101,OKALOOSA,48,NA
2020-07-28T120101,OKEECHOBEE,14,NA
2020-07-28T120101,ORANGE,516,NA
2020-07-28T120101,OSCEOLA,202,NA
2020-07-28T120101,PALM BEACH,619,NA
2020-07-28T120101,PASCO,117,NA
2020-07-28T120101,PINELLAS,428,NA
2020-07-28T120101,POLK,290,NA
2020-07-28T120101,PUTNAM,22,NA
2020-07-28T120101,SANTA ROSA,26,NA
2020-07-28T120101,SARASOTA,148,NA
2020-07-28T120101,SEMINOLE,146,NA
2020-07-28T120101,ST. JOHNS,29,NA
2020-07-28T120101,ST. LUCIE,180,NA
2020-07-28T120101,SUMTER,32,NA
2020-07-28T120101,SUWANNEE,0,NA
2020-07-28T120101,TAYLOR,0,NA
2020-07-28T120101,UNION,0,NA
2020-07-28T120101,VOLUSIA,141,NA
2020-07-28T120101,WALTON,12,NA
2020-07-28T120101,WASHINGTON,3,NA
2020-07-28T120101,All,"9,098",NA
2020-07-28T190043,ALACHUA,131,NA
2020-07-28T190043,BAKER,35,NA
2020-07-28T190043,BAY,79,NA
2020-07-28T190043,BRADFORD,0,NA
2020-07-28T190043,BREVARD,124,NA
2020-07-28T190043,BROWARD,"1,285",NA
2020-07-28T190043,CALHOUN,0,NA
2020-07-28T190043,CHARLOTTE,61,NA
2020-07-28T190043,CITRUS,26,NA
2020-07-28T190043,CLAY,85,NA
2020-07-28T190043,COLLIER,147,NA
2020-07-28T190043,COLUMBIA,33,NA
2020-07-28T190043,DESOTO,2,NA
2020-07-28T190043,DUVAL,484,NA
2020-07-28T190043,ESCAMBIA,207,NA
2020-07-28T190043,FLAGLER,21,NA
2020-07-28T190043,FRANKLIN,0,NA
2020-07-28T190043,GADSDEN,34,NA
2020-07-28T190043,GULF,4,NA
2020-07-28T190043,HARDEE,0,NA
2020-07-28T190043,HENDRY,8,NA
2020-07-28T190043,HERNANDO,68,NA
2020-07-28T190043,HIGHLANDS,54,NA
2020-07-28T190043,HILLSBOROUGH,471,NA
2020-07-28T190043,HOLMES,1,NA
2020-07-28T190043,INDIAN RIVER,20,NA
2020-07-28T190043,JACKSON,21,NA
2020-07-28T190043,LAKE,101,NA
2020-07-28T190043,LEE,198,NA
2020-07-28T190043,LEON,78,NA
2020-07-28T190043,MADISON,0,NA
2020-07-28T190043,MANATEE,123,NA
2020-07-28T190043,MARION,119,NA
2020-07-28T190043,MARTIN,31,NA
2020-07-28T190043,MIAMI-DADE,"2,046",NA
2020-07-28T190043,MONROE,16,NA
2020-07-28T190043,NASSAU,2,NA
2020-07-28T190043,OKALOOSA,51,NA
2020-07-28T190043,OKEECHOBEE,13,NA
2020-07-28T190043,ORANGE,521,NA
2020-07-28T190043,OSCEOLA,169,NA
2020-07-28T190043,PALM BEACH,601,NA
2020-07-28T190043,PASCO,108,NA
2020-07-28T190043,PINELLAS,392,NA
2020-07-28T190043,POLK,290,NA
2020-07-28T190043,PUTNAM,17,NA
2020-07-28T190043,SANTA ROSA,24,NA
2020-07-28T190043,SARASOTA,145,NA
2020-07-28T190043,SEMINOLE,145,NA
2020-07-28T190043,ST. JOHNS,36,NA
2020-07-28T190043,ST. LUCIE,175,NA
2020-07-28T190043,SUMTER,29,NA
2020-07-28T190043,SUWANNEE,0,NA
2020-07-28T190043,TAYLOR,0,NA
2020-07-28T190043,UNION,0,NA
2020-07-28T190043,VOLUSIA,145,NA
2020-07-28T190043,WALTON,12,NA
2020-07-28T190043,WASHINGTON,4,NA
2020-07-28T190043,All,"8,992",NA
2020-07-29T070136,ALACHUA,131,NA
2020-07-29T070136,BAKER,35,NA
2020-07-29T070136,BAY,79,NA
2020-07-29T070136,BRADFORD,0,NA
2020-07-29T070136,BREVARD,124,NA
2020-07-29T070136,BROWARD,"1,285",NA
2020-07-29T070136,CALHOUN,0,NA
2020-07-29T070136,CHARLOTTE,61,NA
2020-07-29T070136,CITRUS,26,NA
2020-07-29T070136,CLAY,85,NA
2020-07-29T070136,COLLIER,147,NA
2020-07-29T070136,COLUMBIA,33,NA
2020-07-29T070136,DESOTO,2,NA
2020-07-29T070136,DUVAL,484,NA
2020-07-29T070136,ESCAMBIA,207,NA
2020-07-29T070136,FLAGLER,21,NA
2020-07-29T070136,FRANKLIN,0,NA
2020-07-29T070136,GADSDEN,34,NA
2020-07-29T070136,GULF,4,NA
2020-07-29T070136,HARDEE,0,NA
2020-07-29T070136,HENDRY,8,NA
2020-07-29T070136,HERNANDO,68,NA
2020-07-29T070136,HIGHLANDS,54,NA
2020-07-29T070136,HILLSBOROUGH,471,NA
2020-07-29T070136,HOLMES,1,NA
2020-07-29T070136,INDIAN RIVER,20,NA
2020-07-29T070136,JACKSON,21,NA
